"stage","pass","position","original_episode"
"all_history_refit",1,1,4
"all_history_refit",1,2,18
"all_history_refit",1,3,17
"all_history_refit",1,4,3
"all_history_refit",1,5,1
"all_history_refit",1,6,14
"all_history_refit",1,7,13
"all_history_refit",1,8,12
"all_history_refit",1,9,10
"all_history_refit",1,10,6
"all_history_refit",1,11,5
"all_history_refit",1,12,2
"all_history_refit",1,13,7
"all_history_refit",1,14,8
"all_history_refit",1,15,11
"all_history_refit",1,16,9
"all_history_refit",1,17,16
"all_history_refit",1,18,15
