"stage","pass","position","original_episode"
"selection_fit",1,1,18
"selection_fit",1,2,31
"selection_fit",1,3,32
"selection_fit",1,4,9
"selection_fit",1,5,11
"selection_fit",1,6,14
"selection_fit",1,7,29
"selection_fit",1,8,36
"selection_fit",1,9,16
"selection_fit",1,10,33
"selection_fit",1,11,10
"selection_fit",1,12,8
"selection_fit",1,13,28
"selection_fit",1,14,22
"selection_fit",1,15,35
"selection_fit",1,16,17
"selection_fit",1,17,1
"selection_fit",1,18,24
"selection_fit",1,19,7
"selection_fit",1,20,21
"selection_fit",1,21,4
"selection_fit",1,22,2
"selection_fit",1,23,13
"selection_fit",1,24,27
"selection_fit",1,25,12
"selection_fit",1,26,23
"selection_fit",1,27,25
"selection_fit",1,28,30
"selection_fit",1,29,6
"selection_fit",1,30,3
"selection_fit",1,31,19
"selection_fit",1,32,5
"selection_fit",1,33,15
"selection_fit",1,34,26
"selection_fit",1,35,37
"selection_fit",1,36,34
"selection_fit",1,37,20
"all_history_refit",1,1,7
"all_history_refit",1,2,47
"all_history_refit",1,3,31
"all_history_refit",1,4,39
"all_history_refit",1,5,61
"all_history_refit",1,6,56
"all_history_refit",1,7,2
"all_history_refit",1,8,20
"all_history_refit",1,9,11
"all_history_refit",1,10,40
"all_history_refit",1,11,12
"all_history_refit",1,12,49
"all_history_refit",1,13,50
"all_history_refit",1,14,35
"all_history_refit",1,15,29
"all_history_refit",1,16,37
"all_history_refit",1,17,19
"all_history_refit",1,18,4
"all_history_refit",1,19,43
"all_history_refit",1,20,41
"all_history_refit",1,21,14
"all_history_refit",1,22,59
"all_history_refit",1,23,28
"all_history_refit",1,24,55
"all_history_refit",1,25,27
"all_history_refit",1,26,53
"all_history_refit",1,27,22
"all_history_refit",1,28,5
"all_history_refit",1,29,52
"all_history_refit",1,30,46
"all_history_refit",1,31,34
"all_history_refit",1,32,32
"all_history_refit",1,33,24
"all_history_refit",1,34,26
"all_history_refit",1,35,8
"all_history_refit",1,36,48
"all_history_refit",1,37,42
"all_history_refit",1,38,13
"all_history_refit",1,39,6
"all_history_refit",1,40,38
"all_history_refit",1,41,30
"all_history_refit",1,42,58
"all_history_refit",1,43,45
"all_history_refit",1,44,60
"all_history_refit",1,45,36
"all_history_refit",1,46,44
"all_history_refit",1,47,25
"all_history_refit",1,48,17
"all_history_refit",1,49,9
"all_history_refit",1,50,57
"all_history_refit",1,51,3
"all_history_refit",1,52,1
"all_history_refit",1,53,10
"all_history_refit",1,54,15
"all_history_refit",1,55,23
"all_history_refit",1,56,51
"all_history_refit",1,57,18
"all_history_refit",1,58,54
"all_history_refit",1,59,33
"all_history_refit",1,60,16
"all_history_refit",1,61,21
