stage,pass,episode,reward,noise,terminal_wealth,mean_turnover,q95_turnover,mean_cvar,mean_gross_exposure,fraction_at_gross_cap,mean_short_notional,max_abs_weight,mean_leverage_gate,q95_leverage_gate,std_leverage_gate,mean_effective_leverage,gate_gross_mae,fraction_at_position_cap,mean_direction_entropy,total_actions,update_count
pretrain,,1,-0.13040418938410428,0.15,97309.31550218975,1.0694052945952095,1.501092884748387,0.08562778957469443,1.2592328223732434,0.0,0.12961641118662168,0.4281048817293985,0.5184656359876195,0.8408163160085678,0.19682501553858542,0.5184656447464867,4.632221091889951e-08,0.0,1.1289575447638829,24,0
pretrain,,2,0.01086097912425903,0.1497,112699.55244645767,1.1411239041189192,1.5172153543465061,0.08485337571530636,1.2800309069986853,0.0,0.14001545349934272,0.41459385944264276,0.5600618179887533,0.9121252715587614,0.23259056181664897,0.5600618139973709,6.146728992462158e-08,0.0,1.1281369775533676,48,0
pretrain,,3,-0.2050588169948845,0.1494006,90699.82356270093,0.8901166945329974,1.3263013783781068,0.08543403319196259,1.249517135699058,0.0,0.12475856784952895,0.40349989224757465,0.49903423835833866,0.8331871867179869,0.19984338949730937,0.49903427139811574,4.838442515161153e-08,0.0,1.128796711564064,72,0
pretrain,,4,-0.3468219712196392,0.1491017988,80046.99870539337,1.199816331357205,1.6905443805772635,0.08129657901930859,1.2820937456452244,0.0,0.1410468728226122,0.4044754760605948,0.5641874751696984,0.8352425485849381,0.2238609518058695,0.5641874912904487,5.8163312185074055e-08,0.0,1.1286032497882843,96,0
pretrain,,5,-0.14161988462380898,0.1488035952024,96148.75055402874,0.9652184891074729,1.4334115150304252,0.08463730641275351,1.259482706653043,0.0,0.12974135332652148,0.37071580705898144,0.5189654063433409,0.7478341221809387,0.1586633153029164,0.5189654133060858,4.6255687928079915e-08,0.0,1.1264143238464992,120,0
pretrain,,6,0.014834288614152938,0.1485059880119952,113669.79638034508,0.9835949030544628,1.4413999611923332,0.08785378200518441,1.2236306211977663,0.0,0.11181531059888328,0.43446082036410055,0.4472612251217167,0.7788987904787062,0.22102229226569353,0.44726124239553294,3.652114949348473e-08,0.0,1.1307370016972225,144,17
pretrain,,7,0.2700513039460803,0.14820897603597122,158778.75670593925,1.0547321446799889,1.5038340621676571,0.0834512686522385,1.259013553327393,0.0,0.1295067766636965,0.41663128776209696,0.5180270901570717,0.8237240642309188,0.21750027657028265,0.5180271066547859,4.204256187634314e-08,0.0,1.1293152372042339,168,41
pretrain,,8,-0.13614420486489792,0.14791255808389928,95997.0342812163,1.0141502195339178,1.463303540297428,0.07870446424644452,1.216534153918647,0.0,0.10826707695932351,0.4038217599902834,0.43306830680618685,0.7741614282131195,0.2362433952657846,0.43306830783729405,4.8750301887926874e-08,0.0,1.130527178446452,192,65
pretrain,,9,0.19793539642268593,0.14761673296773145,141446.7819223058,1.1437305513988878,1.5181188322478463,0.07923743996987587,1.2786730679772085,0.0,0.13933653398860424,0.3941007610410452,0.5573460925370455,0.8198680132627487,0.1696089392043611,0.557346135954417,5.929420391718546e-08,0.0,1.1315394292275112,216,89
pretrain,,10,0.08571278825702197,0.14732149950179602,122401.45498228718,1.1870644201114535,1.6152753208756851,0.08108621605548254,1.2771165247873537,0.0,0.13855826239367683,0.3931759489434106,0.5542330003033081,0.8213126897811889,0.183927341368581,0.5542330495747073,6.665608716834488e-08,0.0,1.1297267427047093,240,113
