"stage","pass","position","original_episode"
"selection_fit",1,1,19
"selection_fit",1,2,15
"selection_fit",1,3,35
"selection_fit",1,4,21
"selection_fit",1,5,3
"selection_fit",1,6,36
"selection_fit",1,7,14
"selection_fit",1,8,28
"selection_fit",1,9,27
"selection_fit",1,10,31
"selection_fit",1,11,13
"selection_fit",1,12,9
"selection_fit",1,13,32
"selection_fit",1,14,23
"selection_fit",1,15,6
"selection_fit",1,16,24
"selection_fit",1,17,26
"selection_fit",1,18,4
"selection_fit",1,19,33
"selection_fit",1,20,18
"selection_fit",1,21,12
"selection_fit",1,22,20
"selection_fit",1,23,25
"selection_fit",1,24,16
"selection_fit",1,25,5
"selection_fit",1,26,17
"selection_fit",1,27,29
"selection_fit",1,28,22
"selection_fit",1,29,8
"selection_fit",1,30,30
"selection_fit",1,31,11
"selection_fit",1,32,34
"selection_fit",1,33,2
"selection_fit",1,34,37
"selection_fit",1,35,1
"selection_fit",1,36,7
"selection_fit",1,37,10
"all_history_refit",1,1,57
"all_history_refit",1,2,38
"all_history_refit",1,3,31
"all_history_refit",1,4,25
"all_history_refit",1,5,49
"all_history_refit",1,6,50
"all_history_refit",1,7,1
"all_history_refit",1,8,34
"all_history_refit",1,9,24
"all_history_refit",1,10,19
"all_history_refit",1,11,20
"all_history_refit",1,12,53
"all_history_refit",1,13,22
"all_history_refit",1,14,36
"all_history_refit",1,15,46
"all_history_refit",1,16,23
"all_history_refit",1,17,8
"all_history_refit",1,18,58
"all_history_refit",1,19,26
"all_history_refit",1,20,5
"all_history_refit",1,21,21
"all_history_refit",1,22,9
"all_history_refit",1,23,11
"all_history_refit",1,24,43
"all_history_refit",1,25,17
"all_history_refit",1,26,33
"all_history_refit",1,27,3
"all_history_refit",1,28,29
"all_history_refit",1,29,42
"all_history_refit",1,30,48
"all_history_refit",1,31,10
"all_history_refit",1,32,13
"all_history_refit",1,33,4
"all_history_refit",1,34,37
"all_history_refit",1,35,30
"all_history_refit",1,36,54
"all_history_refit",1,37,41
"all_history_refit",1,38,61
"all_history_refit",1,39,15
"all_history_refit",1,40,14
"all_history_refit",1,41,56
"all_history_refit",1,42,39
"all_history_refit",1,43,52
"all_history_refit",1,44,27
"all_history_refit",1,45,40
"all_history_refit",1,46,60
"all_history_refit",1,47,44
"all_history_refit",1,48,28
"all_history_refit",1,49,59
"all_history_refit",1,50,7
"all_history_refit",1,51,35
"all_history_refit",1,52,47
"all_history_refit",1,53,45
"all_history_refit",1,54,2
"all_history_refit",1,55,16
"all_history_refit",1,56,6
"all_history_refit",1,57,51
"all_history_refit",1,58,55
"all_history_refit",1,59,12
"all_history_refit",1,60,32
"all_history_refit",1,61,18
