decision_date,holding_end_date,w_SP500,w_NASDAQ,w_DOW,w_SSE50,w_DIVIDEND,w_CHINEXT,w_GOLD
2024-07-31,2024-08-30,0.025083989490355684,-0.011324053137962267,-0.01542496762371487,0.056312900528843836,0.26071625177615454,0.22179179631971885,0.4628440826466041
2024-08-30,2024-09-30,-0.029006718125726593,-0.04055798168161078,-0.01087226302229934,0.07938167357019012,0.32377989317423544,0.2103543825181467,0.4669210135670644
2024-09-30,2024-10-31,0.2917028074152767,0.2677544072270394,0.1822586807422339,-0.019944853801280246,-0.02906603380106391,0.04438975527882576,0.2629052369389683
2024-10-31,2024-11-29,0.09272533081405396,0.0659836462133431,0.03719723228298661,0.038858407865544564,0.33165866917864006,-0.02800663314826245,0.46158334679369417
2024-11-29,2024-12-31,0.04185339929535973,-0.02589841661974786,-0.035264465678483195,0.0366858436726034,0.3401079878211021,0.12351693706586953,0.5189987144432961
2024-12-31,2025-01-27,0.14687691030225594,0.07060619347861831,0.1183885005502296,0.00039592112547589197,0.1367101769162608,0.06383544073573191,0.46318685689142775
2025-01-27,2025-02-28,0.031570687411086804,-0.005336038781596152,-0.009731373204184426,0.06081594283293399,0.25045812016885194,0.22904392609904917,0.4431787354738585
2025-02-28,2025-03-31,0.04102428470339089,0.15115215628008746,0.04570082191910061,0.021599734468119376,0.23912297290350706,0.1408434575290552,0.3605565721967389
2025-03-31,2025-04-30,0.25462379042125705,0.3492513778486422,0.16596506734910801,-0.06427486095510952,0.11332654239210693,0.024721605038004347,0.15638647790599086
2025-04-30,2025-05-30,0.1914391793111072,0.3002874220521854,0.14634727344715182,-0.050828580042746485,0.15716030088120275,0.05829162523483065,0.19730277911626867
2025-05-30,2025-06-30,0.07866944230294647,0.13234447750395958,0.07314899942970697,0.005972372155104361,0.15712771459615663,0.22527661237067412,0.32746038164145164
2025-06-30,2025-07-31,-0.03321191504198527,0.025932436310020845,0.020802599344668653,0.06560423645590033,0.14630830936532996,0.4106218056420664,0.3639425279239992
2025-07-31,2025-08-29,0.0009509898256510593,0.08336502071470023,0.08319907677359879,0.01928741740994154,0.10665834280662234,0.36454030736349524,0.3419988451059908
2025-08-29,2025-09-30,0.10618334384635082,0.2326770416460931,0.16029476141557103,-0.019478489179164272,0.06664333436638106,0.17009185338392846,0.28358815452083935
2025-09-30,2025-10-31,0.1161463529902644,0.11468149680710797,0.13553483901611935,0.03996597608617901,0.3195896783012097,0.005333201434197228,0.2687484553649223
2025-10-31,2025-11-28,0.1312066540787263,0.09873415666765406,0.15274071499838365,0.008414809472326774,0.24377528850122226,0.029321205170292942,0.33580717111139424
2025-11-28,2025-12-31,0.11455487127282789,0.12603501335584677,0.1819205968906837,0.008400845693956448,0.17999229689926982,0.130708801586713,0.2583875743007021
2025-12-31,2026-01-30,0.12517317264074726,0.20879088978482682,0.15988979296027006,0.02807998185245587,0.12116858300952509,0.14164958077682444,0.2152479989753504
2026-01-30,2026-02-27,0.12722160793574794,0.25981419003302497,0.16910862429732726,0.03481609095553205,0.13550466066891592,0.11679233108381071,0.15674249502564105
2026-02-27,2026-03-31,0.13111287592244994,0.23865093108532687,0.18102919034925968,0.017470583452710093,0.09261458059107618,0.18484387033885072,0.15427796826032655
2026-03-31,2026-04-30,0.23285196464774865,0.29455018885699763,0.2366760882016803,-0.01252139877261855,-0.02906497265877469,0.14237673407686607,0.13513139564810053
2026-04-30,2026-05-29,0.07377750499706182,0.17330178803365148,0.123089465252789,0.01660653882260828,-0.02146753865693307,0.3075097750273665,0.32718246652345584
2026-05-29,2026-06-30,-0.011439519481999559,0.07189882284562497,0.011217493643718067,0.13586611895422857,0.1146080205083958,0.36098906303356804,0.3168600004964642
2026-06-30,2026-07-06,0.10434561998450323,0.08636506249063772,0.08654063244217208,0.05795040421986147,0.1154625427243964,0.26425822091155815,0.2850775172268706
