"stage","pass","position","original_episode"
"selection_fit",1,1,16
"selection_fit",1,2,28
"selection_fit",1,3,33
"selection_fit",1,4,17
"selection_fit",1,5,12
"selection_fit",1,6,7
"selection_fit",1,7,20
"selection_fit",1,8,37
"selection_fit",1,9,32
"selection_fit",1,10,4
"selection_fit",1,11,29
"selection_fit",1,12,27
"selection_fit",1,13,14
"selection_fit",1,14,10
"selection_fit",1,15,21
"selection_fit",1,16,24
"selection_fit",1,17,18
"selection_fit",1,18,22
"selection_fit",1,19,30
"selection_fit",1,20,9
"selection_fit",1,21,34
"selection_fit",1,22,2
"selection_fit",1,23,15
"selection_fit",1,24,8
"selection_fit",1,25,6
"selection_fit",1,26,3
"selection_fit",1,27,25
"selection_fit",1,28,13
"selection_fit",1,29,5
"selection_fit",1,30,26
"selection_fit",1,31,11
"selection_fit",1,32,31
"selection_fit",1,33,36
"selection_fit",1,34,1
"selection_fit",1,35,35
"selection_fit",1,36,19
"selection_fit",1,37,23
"all_history_refit",1,1,18
"all_history_refit",1,2,5
"all_history_refit",1,3,7
"all_history_refit",1,4,37
"all_history_refit",1,5,33
"all_history_refit",1,6,26
"all_history_refit",1,7,36
"all_history_refit",1,8,10
"all_history_refit",1,9,4
"all_history_refit",1,10,48
"all_history_refit",1,11,50
"all_history_refit",1,12,55
"all_history_refit",1,13,58
"all_history_refit",1,14,15
"all_history_refit",1,15,61
"all_history_refit",1,16,45
"all_history_refit",1,17,14
"all_history_refit",1,18,21
"all_history_refit",1,19,54
"all_history_refit",1,20,47
"all_history_refit",1,21,56
"all_history_refit",1,22,11
"all_history_refit",1,23,9
"all_history_refit",1,24,16
"all_history_refit",1,25,39
"all_history_refit",1,26,38
"all_history_refit",1,27,43
"all_history_refit",1,28,1
"all_history_refit",1,29,3
"all_history_refit",1,30,8
"all_history_refit",1,31,19
"all_history_refit",1,32,40
"all_history_refit",1,33,46
"all_history_refit",1,34,49
"all_history_refit",1,35,27
"all_history_refit",1,36,22
"all_history_refit",1,37,23
"all_history_refit",1,38,34
"all_history_refit",1,39,31
"all_history_refit",1,40,2
"all_history_refit",1,41,24
"all_history_refit",1,42,17
"all_history_refit",1,43,42
"all_history_refit",1,44,13
"all_history_refit",1,45,12
"all_history_refit",1,46,59
"all_history_refit",1,47,32
"all_history_refit",1,48,53
"all_history_refit",1,49,41
"all_history_refit",1,50,25
"all_history_refit",1,51,30
"all_history_refit",1,52,44
"all_history_refit",1,53,20
"all_history_refit",1,54,29
"all_history_refit",1,55,52
"all_history_refit",1,56,6
"all_history_refit",1,57,35
"all_history_refit",1,58,57
"all_history_refit",1,59,28
"all_history_refit",1,60,51
"all_history_refit",1,61,60
