"stage","pass","position","original_episode"
"selection_fit",1,1,22
"selection_fit",1,2,15
"selection_fit",1,3,20
"selection_fit",1,4,35
"selection_fit",1,5,14
"selection_fit",1,6,19
"selection_fit",1,7,23
"selection_fit",1,8,4
"selection_fit",1,9,7
"selection_fit",1,10,24
"selection_fit",1,11,34
"selection_fit",1,12,32
"selection_fit",1,13,11
"selection_fit",1,14,36
"selection_fit",1,15,37
"selection_fit",1,16,6
"selection_fit",1,17,26
"selection_fit",1,18,8
"selection_fit",1,19,2
"selection_fit",1,20,25
"selection_fit",1,21,13
"selection_fit",1,22,3
"selection_fit",1,23,12
"selection_fit",1,24,16
"selection_fit",1,25,21
"selection_fit",1,26,28
"selection_fit",1,27,17
"selection_fit",1,28,29
"selection_fit",1,29,31
"selection_fit",1,30,33
"selection_fit",1,31,1
"selection_fit",1,32,9
"selection_fit",1,33,5
"selection_fit",1,34,27
"selection_fit",1,35,10
"selection_fit",1,36,30
"selection_fit",1,37,18
"all_history_refit",1,1,48
"all_history_refit",1,2,11
"all_history_refit",1,3,57
"all_history_refit",1,4,58
"all_history_refit",1,5,9
"all_history_refit",1,6,12
"all_history_refit",1,7,30
"all_history_refit",1,8,22
"all_history_refit",1,9,33
"all_history_refit",1,10,60
"all_history_refit",1,11,1
"all_history_refit",1,12,31
"all_history_refit",1,13,41
"all_history_refit",1,14,34
"all_history_refit",1,15,52
"all_history_refit",1,16,4
"all_history_refit",1,17,50
"all_history_refit",1,18,18
"all_history_refit",1,19,51
"all_history_refit",1,20,47
"all_history_refit",1,21,20
"all_history_refit",1,22,38
"all_history_refit",1,23,35
"all_history_refit",1,24,3
"all_history_refit",1,25,14
"all_history_refit",1,26,40
"all_history_refit",1,27,56
"all_history_refit",1,28,8
"all_history_refit",1,29,36
"all_history_refit",1,30,29
"all_history_refit",1,31,16
"all_history_refit",1,32,59
"all_history_refit",1,33,61
"all_history_refit",1,34,46
"all_history_refit",1,35,45
"all_history_refit",1,36,53
"all_history_refit",1,37,54
"all_history_refit",1,38,2
"all_history_refit",1,39,25
"all_history_refit",1,40,44
"all_history_refit",1,41,10
"all_history_refit",1,42,27
"all_history_refit",1,43,5
"all_history_refit",1,44,23
"all_history_refit",1,45,28
"all_history_refit",1,46,37
"all_history_refit",1,47,21
"all_history_refit",1,48,15
"all_history_refit",1,49,7
"all_history_refit",1,50,39
"all_history_refit",1,51,49
"all_history_refit",1,52,13
"all_history_refit",1,53,6
"all_history_refit",1,54,26
"all_history_refit",1,55,32
"all_history_refit",1,56,55
"all_history_refit",1,57,42
"all_history_refit",1,58,43
"all_history_refit",1,59,19
"all_history_refit",1,60,17
"all_history_refit",1,61,24
