strategy_id,label,method,seed,role,completed,gate_pass,ensemble_group,include_main,include_inference,report_seed_distribution,weight_log_path,weight_log_sha256,checkpoint_path,checkpoint_sha256,config_sha256,code_sha256,train_seconds,evaluation_seconds,notes,experiment_id,strategy_level,protocol_eligibility_pass,behavior_gate_pass,behavior_gate_mode,behavior_gate_failed_metrics,operational_source,manifest_directory
sac_lstm_full__seed_20261004,sac_lstm_full seed 20261004,sac_lstm_full,20261004,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261004/weights_rl_full_seed_20261004.csv,ba8e7d9f4efea23aaf721efdb99615310fd5ba0afd131ac2134b676e59afb308,../../data/publication_extension_runs_v4/sac_lstm_full/seed_20261004/sac_lstm_vine_full.pt,47630dffea0afa34933d0680089b3181a81af446983269d37f2eb5f6b534094d,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",sac_lstm_full,seed,True,False,report_only,mean_normalized_direction_entropy;mean_effective_positions,v4_report_only,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
sac_lstm_full__seed_20261005,sac_lstm_full seed 20261005,sac_lstm_full,20261005,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261005/weights_rl_full_seed_20261005.csv,72086d87572292831323b35fa5bad699104806a3feb2a62b9244bdd8aa80cb2e,../../data/publication_extension_runs_v3/sac_lstm_full/seed_20261005/sac_lstm_vine_full.pt,00ad73447b40acbc0cf65e6bc4c49d2cb5712b61eb35ca66e0e6e0d0a054f725,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",sac_lstm_full,seed,True,True,strict,,v3_strict_path,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
sac_lstm_full__seed_20261006,sac_lstm_full seed 20261006,sac_lstm_full,20261006,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261006/weights_rl_full_seed_20261006.csv,a31349aa7a235debb4004784545ba5425b410e8bd92f19e0932ca70cad575a13,../../data/publication_extension_runs_v3/sac_lstm_full/seed_20261006/sac_lstm_vine_full.pt,e575c2cf54e684a54fbc341d8659dc421198611fb10d22aeffe19b915abf6dcf,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",sac_lstm_full,seed,True,True,strict,,v3_strict_path,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
sac_lstm_full__seed_20261007,sac_lstm_full seed 20261007,sac_lstm_full,20261007,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261007/weights_rl_full_seed_20261007.csv,c10d7a16938038ef4b05bc989205c87f24c4abaf38045319d0b3e2232b5823ae,../../data/publication_extension_runs_v4/sac_lstm_full/seed_20261007/sac_lstm_vine_full.pt,9534bc32c7a3af8cbe2e4ab02daef02b6ca0195575fadeba47829a4f45f9c2c8,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",sac_lstm_full,seed,True,False,report_only,mean_normalized_direction_entropy;mean_effective_positions,v4_report_only,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
sac_lstm_full__seed_20261008,sac_lstm_full seed 20261008,sac_lstm_full,20261008,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261008/weights_rl_full_seed_20261008.csv,ec658d94ea6bc863225f4d72726201650852d003e675641a4c1a7559e111bb64,../../data/publication_extension_runs_v4/sac_lstm_full/seed_20261008/sac_lstm_vine_full.pt,82595b857c806d311695dcc3fcb20695518b5687ae02426bd5dc65a78d7cdb82,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",sac_lstm_full,seed,True,False,report_only,mean_normalized_direction_entropy;mean_effective_positions,v4_report_only,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
sac_lstm_full__seed_20261009,sac_lstm_full seed 20261009,sac_lstm_full,20261009,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261009/weights_rl_full_seed_20261009.csv,b167ad348e907700bdf13fc0632194f651a8ca88bfc24a1913aee28f00fc0c15,../../data/publication_extension_runs_v4/sac_lstm_full/seed_20261009/sac_lstm_vine_full.pt,2a454617a45c5ff603107d40dc758b4b622b45d1b77cf036aff436e28d6e7b01,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",sac_lstm_full,seed,True,False,report_only,mean_effective_positions,v4_report_only,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
sac_lstm_full__seed_20261010,sac_lstm_full seed 20261010,sac_lstm_full,20261010,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/sac_lstm_full/seed_20261010/weights_rl_full_seed_20261010.csv,eb6743941e5c4ca935aacfd3792ba8a4affa249d96ac5c733df56c62db9894bc,../../data/publication_extension_runs_v4/sac_lstm_full/seed_20261010/sac_lstm_vine_full.pt,d89499472fdc57053582a2079bafb4f2795c690797ba0df794fd2e574a8e2392,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",sac_lstm_full,seed,True,False,report_only,mean_normalized_direction_entropy;mean_effective_positions,v4_report_only,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_cvar_reward_keep_state__seed_20261001,zero_cvar_reward_keep_state seed 20261001,zero_cvar_reward_keep_state,20261001,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_cvar_reward_keep_state/seed_20261001/weights_rl_full_seed_20261001.csv,324eb3d91a5293ef50c8af69902bc1041af3737d472c3a3e8c20afe531d64fd0,../../data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261001/td3_lstm_vine_full.pt,fbe42a16dc718606185575867518d0806f5d92eb6d04278f9f08a3e04e0908fd,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_cvar_reward_keep_state,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_cvar_reward_keep_state__seed_20261002,zero_cvar_reward_keep_state seed 20261002,zero_cvar_reward_keep_state,20261002,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_cvar_reward_keep_state/seed_20261002/weights_rl_full_seed_20261002.csv,060dd4cac9989555d9017863cf17cc1636d1e87a52732e5f2245b6fa324ac5bd,../../data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261002/td3_lstm_vine_full.pt,b4517e2a0d0564acf12cd0ef394bd163abffd5b10692c8e0fe80524975be8a9f,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_cvar_reward_keep_state,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_cvar_reward_keep_state__seed_20261003,zero_cvar_reward_keep_state seed 20261003,zero_cvar_reward_keep_state,20261003,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_cvar_reward_keep_state/seed_20261003/weights_rl_full_seed_20261003.csv,2895aa2a570a0548c52db7cf224f412c5c033e846c1f17c813ce140f98e79c2a,../../data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261003/td3_lstm_vine_full.pt,257fa8e6be4ca540ba61b235963e285b45be9b677281ba01aa7664ebcec77fdc,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_cvar_reward_keep_state,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_cvar_reward_keep_state__seed_20261004,zero_cvar_reward_keep_state seed 20261004,zero_cvar_reward_keep_state,20261004,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_cvar_reward_keep_state/seed_20261004/weights_rl_full_seed_20261004.csv,5d27209dbc021fc1492a942b914005625e4ddc35b2be6650a5f058fd8984838a,../../data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261004/td3_lstm_vine_full.pt,feea2e6f60d08596a30e28233e7861c7af8a2ee03d63cfd7efee4ba40c941dee,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_cvar_reward_keep_state,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_cvar_reward_keep_state__seed_20261005,zero_cvar_reward_keep_state seed 20261005,zero_cvar_reward_keep_state,20261005,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_cvar_reward_keep_state/seed_20261005/weights_rl_full_seed_20261005.csv,e4787fdc4b969d85896b3c2376ba7624a3083ab0c7af5a4c6072c963879d0102,../../data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261005/td3_lstm_vine_full.pt,741705ed837e8488a1642cc54af466d8490a51e562d2b8df51701e62e75cb0be,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_cvar_reward_keep_state,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_cvar_reward_keep_state__seed_20261006,zero_cvar_reward_keep_state seed 20261006,zero_cvar_reward_keep_state,20261006,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_cvar_reward_keep_state/seed_20261006/weights_rl_full_seed_20261006.csv,de4f0a969e0a6d6f8b3f05284ee8a9fc2546bc8b88ec02c30510b30817b84d20,../../data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261006/td3_lstm_vine_full.pt,00b6a8c03bb7e93015e77707cdb79fc3bf758620939440c7a9d5356656f91d2a,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_cvar_reward_keep_state,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_cvar_reward_keep_state__seed_20261007,zero_cvar_reward_keep_state seed 20261007,zero_cvar_reward_keep_state,20261007,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_cvar_reward_keep_state/seed_20261007/weights_rl_full_seed_20261007.csv,cc1b2896473a9f0d4e004a8cf5dbe93a8cfb5b6f642948ea25506ac3c853aa3a,../../data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261007/td3_lstm_vine_full.pt,7f64eb1e761087c44b6210b6e457f54345e1e8e6be56d9693571571d6a514656,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_cvar_reward_keep_state,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_cvar_reward_keep_state__seed_20261008,zero_cvar_reward_keep_state seed 20261008,zero_cvar_reward_keep_state,20261008,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_cvar_reward_keep_state/seed_20261008/weights_rl_full_seed_20261008.csv,6a00b7b5e9d064fa5d6131a58c55f6b8a4825ceeb6945a211e477f8adbe91788,../../data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261008/td3_lstm_vine_full.pt,9825925e0c07ea96554ca2b241207135aa87a1d9375a1837d5d8e47223bd31f5,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_cvar_reward_keep_state,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_cvar_reward_keep_state__seed_20261009,zero_cvar_reward_keep_state seed 20261009,zero_cvar_reward_keep_state,20261009,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_cvar_reward_keep_state/seed_20261009/weights_rl_full_seed_20261009.csv,5d010203bbcc06c09db1b46d7165d465fa198cbe042ed6084febcf72ece9f8c9,../../data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261009/td3_lstm_vine_full.pt,ff559495a1fca7da139a1919eb19f2a176ec35651f5ab32754011442b3614a5b,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_cvar_reward_keep_state,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_cvar_reward_keep_state__seed_20261010,zero_cvar_reward_keep_state seed 20261010,zero_cvar_reward_keep_state,20261010,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_cvar_reward_keep_state/seed_20261010/weights_rl_full_seed_20261010.csv,d2fc8a1fe688d9c2312b5843134b83050ed0a25761b1998b0ed79efdcb727928,../../data/publication_extension_runs_v2/zero_cvar_reward_keep_state/seed_20261010/td3_lstm_vine_full.pt,fa7da72d97fb1b14472ec56ac663aec95612e90bdb3a47a62b12667ca278ad20,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_cvar_reward_keep_state,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_vine_features_and_cvar_observation__seed_20261001,zero_vine_features_and_cvar_observation seed 20261001,zero_vine_features_and_cvar_observation,20261001,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_vine_features_and_cvar_observation/seed_20261001/weights_rl_full_seed_20261001.csv,13de382867151f423458fbbb0e21085cb5afd6c5096393ce34974c2d6fc1c2c8,../../data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261001/td3_lstm_vine_full.pt,8cc15978608b75d8aa69801ca223b7ddda8fe1725ce1381e0206d7115c5746b3,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_vine_features_and_cvar_observation,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_vine_features_and_cvar_observation__seed_20261002,zero_vine_features_and_cvar_observation seed 20261002,zero_vine_features_and_cvar_observation,20261002,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_vine_features_and_cvar_observation/seed_20261002/weights_rl_full_seed_20261002.csv,59366b45982bccb12ea2c02006a3c367c5293aa1a8ee57aa564ed90b86e47ef3,../../data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261002/td3_lstm_vine_full.pt,dc208d1431271c3272fe8a8c09387eff8ee974b32dfa2de7081c753361448f1a,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_vine_features_and_cvar_observation,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_vine_features_and_cvar_observation__seed_20261003,zero_vine_features_and_cvar_observation seed 20261003,zero_vine_features_and_cvar_observation,20261003,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_vine_features_and_cvar_observation/seed_20261003/weights_rl_full_seed_20261003.csv,1cb58fa4dfc2b2a46694580de53cf8b1f0b7dc5fb34f2f477d43743f3f078835,../../data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261003/td3_lstm_vine_full.pt,50798f65839ed0d1800cef20f767df90abc12bfb2c64ec9a76f51b353cf16296,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_vine_features_and_cvar_observation,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_vine_features_and_cvar_observation__seed_20261004,zero_vine_features_and_cvar_observation seed 20261004,zero_vine_features_and_cvar_observation,20261004,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_vine_features_and_cvar_observation/seed_20261004/weights_rl_full_seed_20261004.csv,6bc50caa14e6523696ec88e7658ef7e535f99320bca1a7d1bf103bd1b04e7647,../../data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261004/td3_lstm_vine_full.pt,78feb26def6440a29d71fe16bc6d8c74a63d03f985a0c7f48c048a9c6f4e8e92,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_vine_features_and_cvar_observation,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_vine_features_and_cvar_observation__seed_20261005,zero_vine_features_and_cvar_observation seed 20261005,zero_vine_features_and_cvar_observation,20261005,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_vine_features_and_cvar_observation/seed_20261005/weights_rl_full_seed_20261005.csv,9c0f3c5ffbd80fdcb53d48f3c94e1ee1a7dc0b178b8a979cddefa3eeef981ec7,../../data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261005/td3_lstm_vine_full.pt,52f157622e3b64ed873a0c0394a33e80781b06b6d76ba76c5b14047f0219b3e6,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_vine_features_and_cvar_observation,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_vine_features_and_cvar_observation__seed_20261006,zero_vine_features_and_cvar_observation seed 20261006,zero_vine_features_and_cvar_observation,20261006,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_vine_features_and_cvar_observation/seed_20261006/weights_rl_full_seed_20261006.csv,24dd7d2c86fc5ccf993a2daf767bd75e4a570bbb367af16ae3d94f9bf2fc300a,../../data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261006/td3_lstm_vine_full.pt,b161738e330f9dbcc493ce3c866b43a43ac9880b91f443990631fa04c85326bc,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_vine_features_and_cvar_observation,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_vine_features_and_cvar_observation__seed_20261007,zero_vine_features_and_cvar_observation seed 20261007,zero_vine_features_and_cvar_observation,20261007,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_vine_features_and_cvar_observation/seed_20261007/weights_rl_full_seed_20261007.csv,181b7a9fbeb154a49eac5c62cc98bcfcf32c404dc3c49a331a08c31ad9cbb79b,../../data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261007/td3_lstm_vine_full.pt,4d6e9c83c630b422e4be14e79a74e728f0ab323c15e2899b2072c08b5975111e,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_vine_features_and_cvar_observation,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_vine_features_and_cvar_observation__seed_20261008,zero_vine_features_and_cvar_observation seed 20261008,zero_vine_features_and_cvar_observation,20261008,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_vine_features_and_cvar_observation/seed_20261008/weights_rl_full_seed_20261008.csv,9826f7257e13199677df418d05b5f7b3e104ada9798b01dd3a3be93767c09f0d,../../data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261008/td3_lstm_vine_full.pt,59ecf6ac53f751c3c256d249324386150ede89d246b3d8352da0a7d0cc01402d,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_vine_features_and_cvar_observation,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
zero_vine_features_and_cvar_observation__seed_20261009,zero_vine_features_and_cvar_observation seed 20261009,zero_vine_features_and_cvar_observation,20261009,ablation,True,True,,False,False,True,../causal_policy_weights_v2_v3_v4_accounting_v2/weights/zero_vine_features_and_cvar_observation/seed_20261009/weights_rl_full_seed_20261009.csv,5bcd32a210a6c3b2671b646ed19e534cc06e5daaff831905ec5207e6ba365115,../../data/publication_extension_runs_v2/zero_vine_features_and_cvar_observation/seed_20261009/td3_lstm_vine_full.pt,a2ad60396d30172a0a23cecd969001eb88b5a5c2710dd76b4005fd84018f42f4,767bf7747c2f21ad8d76fae2717351d2b476200532c47e8a2253a59f0b14afd7,ddd584c0d065808ce26f4e581ded4cd0c996da2a269d1b9fca4fcbee1cd2e2ca,,,"Matched training seed; not an independent market path; gate_pass denotes fail-closed protocol eligibility, while behavior_gate_pass reports every economic diagnostic",zero_vine_features_and_cvar_observation,seed,True,True,strict,,v2_strict,/gabirel/copula-portfolio-clean/analysis_outputs/causal_evaluation_interface_v2_v3_v4_plot_runtime_v1
