"window_id","decision_date","holding_end_date","w_SP500","w_NASDAQ","w_DOW","w_SSE50","w_DIVIDEND","w_CHINEXT","w_GOLD"
"locked_oos_v1",2024-07-31,2024-08-30,0.0334114948553698,0.564548670713391,0.0452761346740382,0.0259384917361396,-0.0927518238978726,-0.098738290901695,0.522315322820629
"locked_oos_v1",2024-08-30,2024-09-30,0.0285117514431477,0.55836571007967,0.0668625086545944,0.0270732305943966,-0.0925082191824913,-0.100259594619274,0.511954613029957
"locked_oos_v1",2024-09-30,2024-10-31,0.0209915812260338,0.396385424504323,0.0111356095543929,-0.0987778224849275,-0.100475780000644,0.233644493589444,0.537096493611378
"locked_oos_v1",2024-10-31,2024-11-29,0.317472784380828,0.565635739426528,-0.0953344865036862,0.0290072304861886,0.0292585292564971,-0.0988311408353703,0.252791343789015
"locked_oos_v1",2024-11-29,2024-12-31,0.0689534747174808,0.362372187631471,-0.0988616890140942,0.0576091461947986,-0.0984529352613858,0.121722353356225,0.586657462375505
"locked_oos_v1",2024-12-31,2025-01-27,-0.103189599035042,0.574239905657513,0.0358452384493181,0.026263592498643,-0.101391572771328,0.0240476948342153,0.54418474036668
"locked_oos_v1",2025-01-27,2025-02-28,0.0575174135821206,0.582454685653959,0.0534936269479138,0.0416966905551297,-0.0975583525640624,-0.106065611754145,0.468461547579084
"locked_oos_v1",2025-02-28,2025-03-31,0.260918665145125,0.592623102877821,0.13871786317655,-0.0930739087717874,0.0851574572069304,-0.108110350157533,0.123767170522894
"locked_oos_v1",2025-03-31,2025-04-30,0.256367095879146,0.585347780159541,0.260474004915782,0.0459863144372191,0.054029648325273,-0.109022854694298,-0.0931819890226637
"locked_oos_v1",2025-04-30,2025-05-30,0.260683742484876,0.567406353673765,0.145357576331922,0.0528972755585398,-0.085445555725268,-0.111405256071261,0.170505863747426
"locked_oos_v1",2025-05-30,2025-06-30,0.0803421693188804,0.347481157098498,-0.0945324865835054,0.0763311045510428,-0.0995629993932588,0.100781689797129,0.589159365211214
"locked_oos_v1",2025-06-30,2025-07-31,0.0302841570228338,0.427208315581083,-0.10020263120532,0.0305455233901739,-0.100685972720385,0.135540183633566,0.577310424298048
"locked_oos_v1",2025-07-31,2025-08-29,0.0191692406577723,0.508705723498549,-0.102173213447843,0.0192556077880519,-0.101280209209238,0.0920317428452628,0.564291107867445
"locked_oos_v1",2025-08-29,2025-09-30,0.0367161503859929,0.457548467708485,-0.103486852454288,0.0134723468550614,-0.100144037710769,0.156636817646878,0.539257107568639
"locked_oos_v1",2025-09-30,2025-10-31,0.457989624169256,0.110559491839792,-0.105505438122366,0.0147860287023442,-0.100381375822638,0.0843731150297182,0.538178554203893
"locked_oos_v1",2025-10-31,2025-11-28,0.375774704984256,0.0720100040946688,-0.0997868169631277,0.0336865048323359,-0.0983766232218061,0.137454294732639,0.579237931541034
"locked_oos_v1",2025-11-28,2025-12-31,0.128353793972305,0.47330683922129,-0.0968441694442715,0.0204109054590974,-0.103384318894574,0.0191249818141971,0.559031967871956
"locked_oos_v1",2025-12-31,2026-01-30,0.0778498638953481,0.550159699150494,0.02031395477908,0.0190757576908384,-0.102511272898742,-0.0993331755910601,0.534445172974042
"locked_oos_v1",2026-01-30,2026-02-27,0.324165343573051,0.387613415052848,0.0114574109071067,-0.0955581671691367,-0.100372084150357,0.0103086962231568,0.462385385563331
"locked_oos_v1",2026-02-27,2026-03-31,0.0541077508990254,0.549189391678997,0.0313734553222145,0.0191197256956782,-0.0986787945564304,-0.0976840302880321,0.542572501248547
"locked_oos_v1",2026-03-31,2026-04-30,-0.10005388488727,0.569771177268454,0.112535192764231,0.0248372714434351,0.0193324714366879,-0.104134359263948,0.477712131238409
"locked_oos_v1",2026-04-30,2026-05-29,0.0250946065144879,0.0660008569913251,-0.10052533394524,0.0352033717291696,-0.101979143385376,0.498150438602482,0.578055203493152
"locked_oos_v1",2026-05-29,2026-06-30,0.0229202088500772,0.211063033768109,-0.102583856454917,0.0339700978781496,-0.101042852870056,0.359583443828991,0.576089924999646
"locked_oos_v1",2026-06-30,2026-07-06,-0.0985199763838734,0.572806407564453,-0.10009149754686,0.0371426910694156,0.0260703832443271,0.0275162187005792,0.535075773351959
