episode,step,reward,leverage_gate,gross_exposure,turnover,gate_gross_error,position_limit_violation,at_position_cap,direction_entropy,normalized_direction_entropy,effective_positions,long_hhi,short_hhi,dominant_long_asset
1,1,-0.006421076346004548,0.7568613290786743,1.3784306049346924,1.123442822269031,5.960464477539063e-08,0.0,False,1.0800583362579346,0.9381267511408558,5.152177333831787,0.24792955815792084,0.5072188377380371,3
1,2,0.017749141054217318,0.7923984527587891,1.396199107170105,0.35998460999583254,1.1920928955078125e-07,0.0,False,1.0359947681427002,0.8998536221700271,4.479945182800293,0.2887817621231079,0.525013267993927,3
1,3,0.06460136736295854,0.7860414385795593,1.393020749092102,0.24482997865714545,2.9802322387695312e-08,0.0,False,1.0371527671813965,0.9008594473551372,4.478973865509033,0.2883194088935852,0.5303298830986023,3
1,4,-0.021757584268856066,0.7800722718238831,1.3900361061096191,0.45246515912860885,2.9802322387695312e-08,0.0,False,1.0223392248153687,0.8879925679411254,4.478818416595459,0.288116455078125,0.5247821807861328,6
1,5,0.00026784754003134417,0.7130821943283081,1.3565410375595093,1.1135402592611188,5.960464477539063e-08,0.0,False,1.052004098892212,0.9137591501769811,4.5526251792907715,0.2791607677936554,0.5236648321151733,3
1,6,-0.010624193628241126,0.7308157682418823,1.3654078245162964,0.28082054492866493,5.960464477539063e-08,0.0,False,1.047068476676941,0.9094721231912785,4.332810401916504,0.2955589294433594,0.5050634145736694,3
1,7,0.021462586001832932,0.7544699311256409,1.377234935760498,0.26279457179094495,2.9802322387695312e-08,0.0,False,1.0263698101043701,0.8914934898408329,4.334562301635742,0.297096312046051,0.5018028616905212,3
1,8,0.026554162400332,0.7980580925941467,1.3990288972854614,0.9371385133810934,1.4901161193847656e-07,0.0,False,0.9233857989311218,0.8020427142872237,3.5757932662963867,0.36573660373687744,0.5309575796127319,6
1,9,0.06979756924875878,0.7986584901809692,1.3993291854858398,0.11695838206827677,5.960464477539063e-08,0.0,False,0.9478824138641357,0.8233202036686572,3.7143282890319824,0.3518882393836975,0.5203651189804077,3
1,10,0.0037676319354575114,0.8078311681747437,1.403915524482727,0.29247488133693333,5.960464477539063e-08,0.0,False,0.9955107569694519,0.8646896568543244,4.278498649597168,0.30421698093414307,0.5189803242683411,6
1,11,0.0183887990433311,0.7933288812637329,1.3966645002365112,0.7060585334188786,5.960464477539063e-08,0.0,False,0.9993640184402466,0.8680365572425175,4.002222061157227,0.3256346583366394,0.5029987096786499,3
1,12,-0.004747552937989426,0.8136548399925232,1.4068275690078735,0.33892038553430853,1.4901161193847656e-07,0.0,False,0.9993943572044373,0.868062909158269,4.297123432159424,0.3035104274749756,0.5083390474319458,3
1,13,0.015184773210571167,0.8132566213607788,1.4066283702850342,0.390838338794043,5.960464477539063e-08,0.0,False,1.0019865036010742,0.8703144189109587,4.019392490386963,0.3256329596042633,0.5021973848342896,3
1,14,0.05636550738535771,0.8211982846260071,1.4105992317199707,0.1988953777079987,8.940696716308594e-08,0.0,False,0.996291995048523,0.8653682316279109,4.103089332580566,0.3191758096218109,0.5045934915542603,3
1,15,-0.01685648237423107,0.821956992149353,1.4109784364700317,0.6188968993583657,5.960464477539063e-08,0.0,False,1.0163568258285522,0.8827963222040894,4.454857349395752,0.2924215495586395,0.519781231880188,6
1,16,-0.010768168963214128,0.8125468492507935,1.4062734842300415,0.8701449738917872,5.960464477539063e-08,0.0,False,1.021843433380127,0.8875619289721246,4.192898750305176,0.31154483556747437,0.5012274980545044,3
1,17,0.007978090470891177,0.827674150466919,1.413837194442749,0.5801889915829292,1.1920928955078125e-07,0.0,False,1.0044794082641602,0.8724797283891369,4.392397403717041,0.29743289947509766,0.5099480152130127,3
1,18,-0.016838760040333203,0.8239164352416992,1.4119582176208496,0.17650155288268798,0.0,0.0,False,0.9856526851654053,0.8561270444809175,4.0670294761657715,0.3221127390861511,0.5118410587310791,3
1,19,0.022318271616397756,0.8068248629570007,1.4034124612808228,0.6010822128246228,2.9802322387695312e-08,0.0,False,1.0191750526428223,0.8852442029124679,4.2317914962768555,0.30817410349845886,0.5011110305786133,3
1,20,0.008991511508823585,0.8173601627349854,1.4086800813674927,0.2582345546642683,0.0,0.0,False,1.04475736618042,0.907464718119863,4.442488193511963,0.29346171021461487,0.5037717223167419,3
1,21,0.00020882858885882833,0.818056583404541,1.40902841091156,0.22878991084631256,1.1920928955078125e-07,0.0,False,1.0488183498382568,0.9109920437072586,4.62037467956543,0.2815854847431183,0.5058419704437256,3
1,22,-0.020624952170360058,0.8061130046844482,1.4030566215515137,0.3395077478752975,1.1920928955078125e-07,0.0,False,1.0330474376678467,0.8972936034468787,4.473996639251709,0.2906017005443573,0.5039956569671631,3
1,23,0.08079295275913428,0.7964180111885071,1.3982090950012207,0.26154028359583836,8.940696716308594e-08,0.0,False,1.0736056566238403,0.9325220248237025,5.078805923461914,0.25378096103668213,0.5052995085716248,7
1,24,0.055614874826858694,0.8210591077804565,1.410529613494873,0.8800906261360374,5.960464477539063e-08,0.0,False,1.0289027690887451,0.8936935900604355,4.312451362609863,0.3029494881629944,0.5049804449081421,6
2,1,0.040474380572171606,0.8042730093002319,1.4021365642547607,1.1823075850095068,5.960464477539063e-08,0.0,False,1.0286550521850586,0.8934784258917451,4.382946491241455,0.2967362105846405,0.5068815350532532,6
