"stage","pass","position","original_episode"
"selection_fit",1,1,19
"selection_fit",1,2,2
"selection_fit",1,3,32
"selection_fit",1,4,18
"selection_fit",1,5,17
"selection_fit",1,6,28
"selection_fit",1,7,34
"selection_fit",1,8,23
"selection_fit",1,9,29
"selection_fit",1,10,13
"selection_fit",1,11,22
"selection_fit",1,12,4
"selection_fit",1,13,33
"selection_fit",1,14,7
"selection_fit",1,15,10
"selection_fit",1,16,15
"selection_fit",1,17,9
"selection_fit",1,18,1
"selection_fit",1,19,5
"selection_fit",1,20,16
"selection_fit",1,21,24
"selection_fit",1,22,27
"selection_fit",1,23,21
"selection_fit",1,24,25
"selection_fit",1,25,30
"selection_fit",1,26,12
"selection_fit",1,27,3
"selection_fit",1,28,8
"selection_fit",1,29,35
"selection_fit",1,30,31
"selection_fit",1,31,11
"selection_fit",1,32,14
"selection_fit",1,33,26
"selection_fit",1,34,6
"selection_fit",1,35,37
"selection_fit",1,36,20
"selection_fit",1,37,36
"all_history_refit",1,1,3
"all_history_refit",1,2,17
"all_history_refit",1,3,37
"all_history_refit",1,4,57
"all_history_refit",1,5,12
"all_history_refit",1,6,55
"all_history_refit",1,7,56
"all_history_refit",1,8,21
"all_history_refit",1,9,22
"all_history_refit",1,10,45
"all_history_refit",1,11,34
"all_history_refit",1,12,8
"all_history_refit",1,13,41
"all_history_refit",1,14,25
"all_history_refit",1,15,15
"all_history_refit",1,16,43
"all_history_refit",1,17,42
"all_history_refit",1,18,20
"all_history_refit",1,19,44
"all_history_refit",1,20,26
"all_history_refit",1,21,2
"all_history_refit",1,22,28
"all_history_refit",1,23,40
"all_history_refit",1,24,36
"all_history_refit",1,25,24
"all_history_refit",1,26,4
"all_history_refit",1,27,59
"all_history_refit",1,28,31
"all_history_refit",1,29,1
"all_history_refit",1,30,30
"all_history_refit",1,31,33
"all_history_refit",1,32,9
"all_history_refit",1,33,46
"all_history_refit",1,34,47
"all_history_refit",1,35,14
"all_history_refit",1,36,61
"all_history_refit",1,37,48
"all_history_refit",1,38,53
"all_history_refit",1,39,5
"all_history_refit",1,40,6
"all_history_refit",1,41,7
"all_history_refit",1,42,16
"all_history_refit",1,43,58
"all_history_refit",1,44,60
"all_history_refit",1,45,32
"all_history_refit",1,46,49
"all_history_refit",1,47,19
"all_history_refit",1,48,52
"all_history_refit",1,49,51
"all_history_refit",1,50,50
"all_history_refit",1,51,10
"all_history_refit",1,52,11
"all_history_refit",1,53,29
"all_history_refit",1,54,18
"all_history_refit",1,55,23
"all_history_refit",1,56,54
"all_history_refit",1,57,35
"all_history_refit",1,58,38
"all_history_refit",1,59,39
"all_history_refit",1,60,27
"all_history_refit",1,61,13
