"window_id","decision_date","holding_end_date","w_SP500","w_NASDAQ","w_DOW","w_SSE50","w_DIVIDEND","w_CHINEXT","w_GOLD"
"locked_oos_v1",2024-07-31,2024-08-30,0.02271375246346,-0.0892018266022205,0.0517451353371143,0.0213612858206034,0.536843840032816,-0.10099271312356,0.557530526071787
"locked_oos_v1",2024-08-30,2024-09-30,0.0343876348010131,0.0225715373775789,0.0268978287598916,-0.0904473311134747,0.550249566989286,-0.106194572789328,0.562535335975034
"locked_oos_v1",2024-09-30,2024-10-31,-0.0909107045403549,-0.0891014055481979,0.301514430237668,0.0350523239799908,0.224238721919911,0.125080479575055,0.494126154375928
"locked_oos_v1",2024-10-31,2024-11-29,-0.0958721603133849,0.0265854817948171,0.0947946419141122,0.0161394381097385,0.512436147513134,-0.103150803861874,0.549067254843456
"locked_oos_v1",2024-11-29,2024-12-31,-0.0969235096126795,-0.104141430929303,0.05314083956182,0.0277134031057358,0.52580220066011,0.0340957436710596,0.560312753543258
"locked_oos_v1",2024-12-31,2025-01-27,-0.101201622879931,0.0324538656111274,0.116843790614179,0.0198232856179986,0.477999419772199,-0.0983988411192383,0.552480102383665
"locked_oos_v1",2025-01-27,2025-02-28,-0.0958692811961685,0.0357396371130432,0.0379514313702072,0.0186626884554114,0.544374591803976,-0.104482681357435,0.563623613810965
"locked_oos_v1",2025-02-28,2025-03-31,-0.0986360396657671,0.113490260073117,0.11477204305785,0.0171935175146375,0.397081336804799,-0.0957527394805636,0.551851621695927
"locked_oos_v1",2025-03-31,2025-04-30,-0.0953892597130367,0.441709758979934,0.296571256858962,0.00892157692994389,0.0258462338575295,-0.101768133895738,0.424108566982406
"locked_oos_v1",2025-04-30,2025-05-30,0.0137436150440148,0.475224845377462,0.318251841036337,-0.0988015082797834,0.0335780608334711,-0.107194475563509,0.365197621552008
"locked_oos_v1",2025-05-30,2025-06-30,-0.104395490671907,0.0763949709279197,0.271722528551306,0.0107405515653747,0.30795649013349,-0.102084573890482,0.539665523384299
"locked_oos_v1",2025-06-30,2025-07-31,-0.110838730154293,0.0197918337902852,0.287438485505325,-0.098281864342945,0.315194848658783,0.0279154085687228,0.558780017974121
"locked_oos_v1",2025-07-31,2025-08-29,-0.111343404544251,-0.0961049630173615,0.384792113410575,0.0195408367684909,0.190099129187209,0.0541336999407836,0.558882588254554
"locked_oos_v1",2025-08-29,2025-09-30,-0.10698501393199,-0.0983779318630695,0.412947628647089,0.0151053294539452,0.0347251705825329,0.219725538045168,0.522859279066324
"locked_oos_v1",2025-09-30,2025-10-31,-0.110870279903923,0.0276086213333266,0.522969893578972,-0.0953685125069959,0.0497383395476001,0.0670590618891375,0.538862876061882
"locked_oos_v1",2025-10-31,2025-11-28,-0.10985807781773,0.0234045154814209,0.524889233655163,-0.0989647925432239,0.0855067923132862,0.0290987353239741,0.545923593587109
"locked_oos_v1",2025-11-28,2025-12-31,-0.10691859227206,0.0259188764861652,0.51611393290971,-0.102646302697914,0.101030412795288,0.0149003264627286,0.551601346316082
"locked_oos_v1",2025-12-31,2026-01-30,-0.105233126452991,0.0282483537282262,0.536426595279149,-0.101735376885959,0.0669927958931242,0.017401530274323,0.557899228164128
"locked_oos_v1",2026-01-30,2026-02-27,-0.105694102389472,0.0913613417318889,0.545333338635308,-0.102478252989905,0.0274867058864662,0.0129797921649047,0.531011176960809
"locked_oos_v1",2026-02-27,2026-03-31,-0.104376216285995,0.0795616015259709,0.546160268730351,-0.103318315797618,0.025885800964066,0.012193893215486,0.54389296764774
"locked_oos_v1",2026-03-31,2026-04-30,0.0111566188612154,0.10347128313567,0.515165981171387,-0.0995493416807481,0.0181756711431912,-0.0978102271578142,0.549390014527099
"locked_oos_v1",2026-04-30,2026-05-29,-0.104541019137417,0.0225370260221618,0.471951424543347,-0.100867651935135,0.0652385497731822,0.0731547991079944,0.572526871625866
"locked_oos_v1",2026-05-29,2026-06-30,-0.100003224132316,-0.102528702733772,0.260867241503937,0.0233251319399902,0.087269004168255,0.261146608473999,0.569923940779907
"locked_oos_v1",2026-06-30,2026-07-06,0.0367016611354692,-0.106215930942978,0.0800107648330075,-0.0947846019906657,0.0818459247904164,0.423499584730182,0.578942597444568
