strategy_id,window_id,decision_date,holding_end_date,trading_days,is_complete_period,gross_return,net_return,wealth,drawdown,turnover,turnover_convention,transaction_cost,financing_cost,financing_year_fraction,short_notional,cash_borrow_notional,gross_exposure,net_exposure,w_SP500,w_NASDAQ,w_DOW,w_SSE50,w_DIVIDEND,w_CHINEXT,w_GOLD,experiment_id,strategy_level,seed
synthetic_only_training_ensemble,locked_oos_v1,2024-07-31,2024-08-30,22,True,0.009919488983341385,0.009120421185374594,100912.04211853746,0.0,0.6823034482342856,target_to_target_v1,0.0006823034482342856,0.00010922903773773993,0.08333333333333333,0.043691615095095976,0.0,1.0873832301901918,0.9999999999999997,0.17405331313077893,0.2216373440942594,0.13886035765920363,-0.043691615095095976,0.12970905575369088,0.0053990489936300195,0.3740324954635329,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2024-08-30,2024-09-30,18,True,0.020655740781378107,0.02037923433412936,102968.55227200667,0.0,0.13982408009469507,target_to_target_v1,0.00013982408009469507,0.00013112321116828525,0.08333333333333333,0.052449284467313805,4.440892098500626e-16,1.1048985689346278,1.0000000000000004,0.16728357087288592,0.2219469878024288,0.15879697437797266,-0.0077404617198875494,0.11667462970529288,-0.044708822747426255,0.3877471217087338,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2024-09-30,2024-10-31,18,True,-0.004968467577663005,-0.0060661122645055965,102343.93347421107,-0.0060661122645055965,1.0375173193269545,target_to_target_v1,0.0010375173193269544,6.621710174450932e-05,0.08333333333333333,0.026486840697803733,0.0,1.0529736813956072,0.9999999999999998,0.039806789678654454,0.11298628845917327,0.08542443044217571,-0.026486840697803733,0.017178085965237448,0.4740498369160506,0.297041409236512,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2024-10-31,2024-11-29,20,True,0.03156953777914562,0.03037883250128126,105453.0226867464,0.0,1.008297985472849,target_to_target_v1,0.0010082979854728492,0.00014663433715967177,0.08333333333333333,0.05865373486386871,0.0,1.1173074697277374,1.0,0.2264485639919128,0.22508216494960437,0.15725403813911337,-0.05865373486386871,0.12403928408665313,0.002067738345691149,0.3237619453508939,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2024-11-29,2024-12-31,21,True,-0.00536776415500817,-0.0058420782024473095,104836.95788152597,-0.0058420782024473095,0.37696794915412135,target_to_target_v1,0.00037696794915412137,0.000100019584809031,0.08333333333333333,0.04000783392361241,0.0,1.0800156678472246,0.9999999999999998,0.1517969484707074,0.19034221091174652,0.1000199065809803,-0.04000783392361241,0.1021810106267886,0.06478281256609732,0.43088494476729194,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2024-12-31,2025-01-27,16,True,0.028015707596311,0.02747858111482282,107717.72873250475,0.0,0.2842683802757942,target_to_target_v1,0.0002842683802757942,0.00023835675827493645,0.08333333333333333,0.09534270330997444,2.220446049250313e-16,1.190685406619949,1.0000000000000002,0.1834824497545404,0.21884471091574853,0.17880631170368624,-0.0631217168910163,0.105340794354145,-0.03222098641895814,0.4088684365818544,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2025-01-27,2025-02-28,17,True,-0.0027689492673711458,-0.0031864953050081413,107374.48669563248,-0.0031864953050081413,0.11208670698106302,target_to_target_v1,0.00011208670698106302,0.0003067063862857011,0.08333333333333333,0.12268255451428045,0.0,1.245365109028561,1.0,0.19259604604116515,0.22876386975071253,0.15260722932538814,-0.0606172969830888,0.1279933301465852,-0.06206525753119165,0.42072207925042937,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2025-02-28,2025-03-31,21,True,-0.003486501272753184,-0.003984251006211914,106946.67978897392,-0.007158050514094794,0.23104094415903076,target_to_target_v1,0.00023104094415903075,0.00026857505332944623,0.08333333333333333,0.10743002133177851,0.0,1.214860042663557,1.0,0.19874004895931904,0.20349293972498614,0.2207572160022599,-0.08659124628507664,0.12772054660267065,-0.02083877504670187,0.35671927004254284,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2025-03-31,2025-04-30,20,True,0.014984875506093509,0.01439438340053334,108486.11130127049,0.0,0.3390600776832021,target_to_target_v1,0.0003390600776832021,0.0002428835088919317,0.08333333333333333,0.0971534035567727,0.0,1.1943068071135454,1.0,0.2582055725423353,0.24362659326621466,0.24890313300171077,-0.04480630156717125,0.0564673634512083,-0.05234710198960145,0.2899507412953037,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2025-04-30,2025-05-30,18,True,0.043914657241909794,0.043496744513625174,113204.90396781855,0.0,0.16277495119720659,target_to_target_v1,0.00016277495119720658,0.00023763747686254117,0.08333333333333333,0.09505499074501647,0.0,1.1901099814900329,0.9999999999999997,0.22866057067045137,0.2793548744437949,0.21614970288106378,-0.02797638184524004,0.052109826755310805,-0.06707860889977643,0.3187800159943954,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2025-05-30,2025-06-30,19,True,0.027533890255673876,0.02707901474470953,116270.38123153654,0.0,0.34205021522939183,target_to_target_v1,0.0003420502152293918,0.00010073442540929758,0.08333333333333333,0.04029377016371903,0.0,1.080587540327438,1.0,0.1586278076549725,0.2349383133729653,0.17324875884556354,-0.04029377016371903,0.05075237558090271,9.164086409979566e-05,0.42263487384521525,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2025-06-30,2025-07-31,22,True,0.017224245466728183,0.01683081700953748,118227.30674167369,0.0,0.24637938317443694,target_to_target_v1,0.00024637938317443697,0.00014046212309040148,0.08333333333333333,0.05618484923616059,0.0,1.112369698472321,0.9999999999999998,0.12806004015728828,0.17063300302252163,0.17298852382227778,-0.05618484923616059,0.038587075937539295,0.0885587161406875,0.45735749015584587,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2025-07-31,2025-08-29,21,True,0.043680042230776595,0.0433828242186578,123356.34120789306,0.0,0.1081222618796991,target_to_target_v1,0.00010812226187969911,0.0001766971548287465,0.08333333333333333,0.07067886193149861,0.0,1.141357723862997,0.9999999999999998,0.11437760132497973,0.1638216712245984,0.19456958553886833,-0.07067886193149861,0.02014573521113827,0.12103878536394656,0.4567254832679672,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2025-08-29,2025-09-30,21,True,0.12574426911589032,0.12494304664959888,138768.85830195466,0.0,0.5550229355958958,target_to_target_v1,0.0005550229355958957,0.0001569573510704297,0.08333333333333333,0.06278294042817188,0.0,1.1255658808563436,0.9999999999999998,0.06312352347054655,0.09893585520663421,0.11902581754007506,-0.06278294042817188,0.007182300862457069,0.3906543316585677,0.3838611116898912,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2025-09-30,2025-10-31,17,True,0.024937401253759983,0.024518539391761074,142171.26802058084,0.0,0.35768150926700676,target_to_target_v1,0.00035768150926700676,5.107269668951662e-05,0.08333333333333333,0.02042907867580665,0.0,1.0408581573516131,0.9999999999999998,0.11824717279523618,0.11184495892375709,0.09854167960584159,-0.02042907867580665,0.07563644070178263,0.30840182639658453,0.3077570002526044,synthetic_only_training,ensemble,
synthetic_only_training_ensemble,locked_oos_v1,2025-10-31,2025-11-28,19,True,0.007931876297299745,0.007364302030034242,143218.26017827736,0.0,0.49660868809691494,target_to_target_v1,0.000496608688096915,6.665768274771299e-05,0.08333333333333333,0.0266630730990852,0.0,1.0533261461981707,1.0,0.13158971095191588,0.17309268792825083,0.17081897264080387,-0.0266630730990852,0.09668896892773257,0.06633147677140584,0.3881412558789764,synthetic_only_training,ensemble,
