"stage","pass","position","original_episode"
"selection_fit",1,1,9
"selection_fit",1,2,18
"selection_fit",1,3,32
"selection_fit",1,4,2
"selection_fit",1,5,27
"selection_fit",1,6,1
"selection_fit",1,7,15
"selection_fit",1,8,20
"selection_fit",1,9,35
"selection_fit",1,10,31
"selection_fit",1,11,16
"selection_fit",1,12,24
"selection_fit",1,13,22
"selection_fit",1,14,37
"selection_fit",1,15,26
"selection_fit",1,16,11
"selection_fit",1,17,10
"selection_fit",1,18,29
"selection_fit",1,19,12
"selection_fit",1,20,4
"selection_fit",1,21,19
"selection_fit",1,22,14
"selection_fit",1,23,13
"selection_fit",1,24,25
"selection_fit",1,25,8
"selection_fit",1,26,36
"selection_fit",1,27,7
"selection_fit",1,28,30
"selection_fit",1,29,5
"selection_fit",1,30,17
"selection_fit",1,31,21
"selection_fit",1,32,28
"selection_fit",1,33,34
"selection_fit",1,34,23
"selection_fit",1,35,3
"selection_fit",1,36,6
"selection_fit",1,37,33
"all_history_refit",1,1,14
"all_history_refit",1,2,4
"all_history_refit",1,3,3
"all_history_refit",1,4,18
"all_history_refit",1,5,50
"all_history_refit",1,6,16
"all_history_refit",1,7,6
"all_history_refit",1,8,49
"all_history_refit",1,9,9
"all_history_refit",1,10,7
"all_history_refit",1,11,39
"all_history_refit",1,12,61
"all_history_refit",1,13,2
"all_history_refit",1,14,59
"all_history_refit",1,15,34
"all_history_refit",1,16,10
"all_history_refit",1,17,45
"all_history_refit",1,18,36
"all_history_refit",1,19,11
"all_history_refit",1,20,42
"all_history_refit",1,21,24
"all_history_refit",1,22,58
"all_history_refit",1,23,1
"all_history_refit",1,24,51
"all_history_refit",1,25,17
"all_history_refit",1,26,47
"all_history_refit",1,27,41
"all_history_refit",1,28,12
"all_history_refit",1,29,8
"all_history_refit",1,30,22
"all_history_refit",1,31,23
"all_history_refit",1,32,28
"all_history_refit",1,33,5
"all_history_refit",1,34,44
"all_history_refit",1,35,56
"all_history_refit",1,36,19
"all_history_refit",1,37,35
"all_history_refit",1,38,27
"all_history_refit",1,39,53
"all_history_refit",1,40,33
"all_history_refit",1,41,29
"all_history_refit",1,42,26
"all_history_refit",1,43,55
"all_history_refit",1,44,30
"all_history_refit",1,45,46
"all_history_refit",1,46,38
"all_history_refit",1,47,54
"all_history_refit",1,48,15
"all_history_refit",1,49,32
"all_history_refit",1,50,52
"all_history_refit",1,51,60
"all_history_refit",1,52,20
"all_history_refit",1,53,43
"all_history_refit",1,54,13
"all_history_refit",1,55,21
"all_history_refit",1,56,25
"all_history_refit",1,57,40
"all_history_refit",1,58,57
"all_history_refit",1,59,48
"all_history_refit",1,60,37
"all_history_refit",1,61,31
