experiment_id,seed,source,observations,elapsed_years,total_return,cagr,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,omega_ratio,monthly_var_95_loss,monthly_cvar_95_loss,annualized_certainty_equivalent_return,mean_crra_utility,terminal_wealth,gross_total_return_before_costs,mean_monthly_turnover,annualized_turnover,mean_gross_exposure,maximum_gross_exposure,mean_short_notional,total_transaction_cost,total_financing_cost,implementation_drag_total_return
synthetic_100_unique_1000_presentations_full_vine_state,20261001,100_unique_1000_presentations,22,1.8383561643835618,0.6100673425712537,0.29573371753057276,0.15834251909947775,1.7278249357058706,3.626826322002902,0.09366563665133953,3.1573341953721017,4.074737171318234,0.029082116202053605,0.06159438707505449,0.2809739963829416,0.020478992520798336,161006.73425712538,0.6478396948471477,0.5528267847265226,6.615795948366581,1.4009803324429826,1.410863001431738,0.20049016622149127,0.012162189263983495,0.01102695914218203,0.03777235227589393
synthetic_100_unique_1000_presentations_full_vine_state,20261002,100_unique_1000_presentations,22,1.8383561643835618,0.7531151931257902,0.3571384851855597,0.1644965276181713,1.9550295404179847,5.5674658005580255,0.07127799059706641,5.0105015895363705,6.126918500295509,0.03001961552182512,0.05126373868882195,0.3413159870122078,0.02423936920349066,175311.519312579,0.7920188318817343,0.5057688610289585,6.052643746739994,1.3935124597500093,1.4053614192775319,0.19675622987500463,0.011126914942637086,0.010821592643125256,0.03890363875594405
synthetic_100_unique_1000_presentations_full_vine_state,20261003,100_unique_1000_presentations,22,1.8383561643835618,0.5465535538262549,0.2676745367193334,0.15890745126679406,1.5821210750613945,3.167778317164523,0.0811319595593174,3.2992490033921897,3.5901538606856898,0.06524289260216541,0.07440561887729091,0.252924804822944,0.01866514262383567,154655.35538262548,0.5761314469301164,0.36657285487109964,4.386855476326274,1.3956308716109822,1.419690391847066,0.1978154358054911,0.008064602807164194,0.010879848969302018,0.029577893103861497
synthetic_100_unique_1000_presentations_full_vine_state,20261004,100_unique_1000_presentations,22,1.8383561643835618,0.6799250630346705,0.3260187121700864,0.16732543953742313,1.7840818153113296,4.454736771724656,0.07843338630583041,4.156631856985773,4.131711307065003,0.0280340230397162,0.05327318455009733,0.3093512768503115,0.022270782278395494,167992.50630346706,0.7174902690792768,0.5022382646702328,6.0103923476929495,1.40238728889494,1.417102817445993,0.20119364444746993,0.011049241822745122,0.011065650444610853,0.037565206044606336
synthetic_100_unique_1000_presentations_full_vine_state,20261005,100_unique_1000_presentations,22,1.8383561643835618,0.3129519271499641,0.15963985063391317,0.16843533640012853,0.9654955178702574,1.5633593129007644,0.15249468544545752,1.0468551751005857,2.2255923531762205,0.08074776066409475,0.0963460498588507,0.14386452621357937,0.011168886159340278,131295.1927149964,0.3338597601903144,0.21880539392979897,2.6184907798156267,1.399458703355162,1.411838053592614,0.19972935167758116,0.004813718666455577,0.010985114342266967,0.020907833040350265
synthetic_100_unique_1000_presentations_full_vine_state,20261006,100_unique_1000_presentations,22,1.8383561643835618,0.3921757837623514,0.19719374001338652,0.15227661140485085,1.2631448473685325,2.2191879274313258,0.14239514551110577,1.384834709818158,2.998143674125015,0.0599581899944121,0.08084258320257054,0.18411467587692232,0.014022291145809308,139217.57837623515,0.4188420009658824,0.35561460805693995,4.25571580133715,1.4054432685740972,1.4160850452525278,0.2027216342870485,0.007823521377252679,0.011149689885787675,0.026666217203531017
synthetic_100_unique_1000_presentations_full_vine_state,20261007,100_unique_1000_presentations,22,1.8383561643835618,0.47888051468772574,0.2371931909883267,0.1463148070370551,1.535949678880263,3.308690044316904,0.0928021426444241,2.5559020969714448,3.9521105351022765,0.03812090833550838,0.061090662052178835,0.22515172765458202,0.016825266973486786,147888.05146877258,0.5123459216814195,0.5128664216631419,6.137581767444156,1.4034029794494054,1.419129789939948,0.20170148972470273,0.011283061276589124,0.011093581934858656,0.033465406993693714
synthetic_100_unique_1000_presentations_full_vine_state,20261008,100_unique_1000_presentations,22,1.8383561643835618,0.4260162476456453,0.212936879649956,0.1534927537658825,1.340334905212869,2.466530646767279,0.14134697446527966,1.5064834635159567,2.9214191008383907,0.060180707096152336,0.07538441872776203,0.1996296777465234,0.01509422051682517,142601.62476456453,0.4459031367811426,0.12426614768609566,1.4871194723090135,1.4042023070543619,1.4100575957979475,0.20210115352718108,0.0027338552490941037,0.011115563443994964,0.0198868891354973
synthetic_100_unique_1000_presentations_full_vine_state,20261009,100_unique_1000_presentations,22,1.8383561643835618,0.22924379565028796,0.11881911956839031,0.1564121020431764,0.7952551765908721,1.391877454159857,0.07778732235201025,1.5274869474321182,1.8662426629653914,0.07156804041243997,0.07548139071779103,0.1060099235148464,0.008384231894092759,122924.3795650288,0.2595511383662876,0.6151011176951616,7.361046162581442,1.3936004902224068,1.4146459698677059,0.19680024511120345,0.013532224589293557,0.010824013481116196,0.030307342715999663
synthetic_100_unique_1000_presentations_full_vine_state,20261010,100_unique_1000_presentations,22,1.8383561643835618,1.0124008230863293,0.4628837557872918,0.18136707086787018,2.213609668620557,6.535006522846713,0.08178121901795576,5.660025142027557,7.868251959144132,0.01189533419439287,0.04690644770661723,0.44212618069843046,0.030130222945500017,201240.08230863293,1.052487378698049,0.39369121150343445,4.71138662946733,1.402282101694833,1.4143305176070755,0.20114105084741649,0.008661206653075557,0.011062757796607916,0.04008655561171981
