"stage","pass","position","original_episode"
"selection_fit",1,1,35
"selection_fit",1,2,14
"selection_fit",1,3,19
"selection_fit",1,4,22
"selection_fit",1,5,33
"selection_fit",1,6,3
"selection_fit",1,7,32
"selection_fit",1,8,25
"selection_fit",1,9,16
"selection_fit",1,10,8
"selection_fit",1,11,24
"selection_fit",1,12,9
"selection_fit",1,13,13
"selection_fit",1,14,18
"selection_fit",1,15,17
"selection_fit",1,16,26
"selection_fit",1,17,28
"selection_fit",1,18,34
"selection_fit",1,19,12
"selection_fit",1,20,30
"selection_fit",1,21,6
"selection_fit",1,22,7
"selection_fit",1,23,4
"selection_fit",1,24,10
"selection_fit",1,25,1
"selection_fit",1,26,20
"selection_fit",1,27,15
"selection_fit",1,28,23
"selection_fit",1,29,21
"selection_fit",1,30,11
"selection_fit",1,31,2
"selection_fit",1,32,37
"selection_fit",1,33,36
"selection_fit",1,34,27
"selection_fit",1,35,29
"selection_fit",1,36,31
"selection_fit",1,37,5
"all_history_refit",1,1,56
"all_history_refit",1,2,46
"all_history_refit",1,3,48
"all_history_refit",1,4,7
"all_history_refit",1,5,29
"all_history_refit",1,6,12
"all_history_refit",1,7,3
"all_history_refit",1,8,41
"all_history_refit",1,9,23
"all_history_refit",1,10,55
"all_history_refit",1,11,19
"all_history_refit",1,12,47
"all_history_refit",1,13,34
"all_history_refit",1,14,18
"all_history_refit",1,15,10
"all_history_refit",1,16,30
"all_history_refit",1,17,59
"all_history_refit",1,18,42
"all_history_refit",1,19,1
"all_history_refit",1,20,37
"all_history_refit",1,21,32
"all_history_refit",1,22,4
"all_history_refit",1,23,61
"all_history_refit",1,24,20
"all_history_refit",1,25,14
"all_history_refit",1,26,51
"all_history_refit",1,27,45
"all_history_refit",1,28,35
"all_history_refit",1,29,31
"all_history_refit",1,30,60
"all_history_refit",1,31,40
"all_history_refit",1,32,33
"all_history_refit",1,33,21
"all_history_refit",1,34,11
"all_history_refit",1,35,15
"all_history_refit",1,36,24
"all_history_refit",1,37,50
"all_history_refit",1,38,22
"all_history_refit",1,39,8
"all_history_refit",1,40,6
"all_history_refit",1,41,16
"all_history_refit",1,42,38
"all_history_refit",1,43,17
"all_history_refit",1,44,58
"all_history_refit",1,45,53
"all_history_refit",1,46,44
"all_history_refit",1,47,54
"all_history_refit",1,48,2
"all_history_refit",1,49,39
"all_history_refit",1,50,28
"all_history_refit",1,51,36
"all_history_refit",1,52,5
"all_history_refit",1,53,9
"all_history_refit",1,54,57
"all_history_refit",1,55,49
"all_history_refit",1,56,25
"all_history_refit",1,57,52
"all_history_refit",1,58,26
"all_history_refit",1,59,27
"all_history_refit",1,60,13
"all_history_refit",1,61,43
