"stage","pass","position","original_episode"
"selection_fit",1,1,33
"selection_fit",1,2,37
"selection_fit",1,3,12
"selection_fit",1,4,5
"selection_fit",1,5,30
"selection_fit",1,6,26
"selection_fit",1,7,7
"selection_fit",1,8,15
"selection_fit",1,9,31
"selection_fit",1,10,17
"selection_fit",1,11,28
"selection_fit",1,12,22
"selection_fit",1,13,13
"selection_fit",1,14,29
"selection_fit",1,15,21
"selection_fit",1,16,25
"selection_fit",1,17,18
"selection_fit",1,18,34
"selection_fit",1,19,24
"selection_fit",1,20,11
"selection_fit",1,21,35
"selection_fit",1,22,6
"selection_fit",1,23,1
"selection_fit",1,24,10
"selection_fit",1,25,23
"selection_fit",1,26,32
"selection_fit",1,27,3
"selection_fit",1,28,4
"selection_fit",1,29,27
"selection_fit",1,30,14
"selection_fit",1,31,16
"selection_fit",1,32,19
"selection_fit",1,33,20
"selection_fit",1,34,9
"selection_fit",1,35,8
"selection_fit",1,36,2
"selection_fit",1,37,36
"all_history_refit",1,1,47
"all_history_refit",1,2,2
"all_history_refit",1,3,53
"all_history_refit",1,4,7
"all_history_refit",1,5,39
"all_history_refit",1,6,23
"all_history_refit",1,7,3
"all_history_refit",1,8,43
"all_history_refit",1,9,12
"all_history_refit",1,10,28
"all_history_refit",1,11,29
"all_history_refit",1,12,19
"all_history_refit",1,13,55
"all_history_refit",1,14,30
"all_history_refit",1,15,48
"all_history_refit",1,16,14
"all_history_refit",1,17,60
"all_history_refit",1,18,13
"all_history_refit",1,19,45
"all_history_refit",1,20,57
"all_history_refit",1,21,15
"all_history_refit",1,22,41
"all_history_refit",1,23,8
"all_history_refit",1,24,56
"all_history_refit",1,25,4
"all_history_refit",1,26,26
"all_history_refit",1,27,50
"all_history_refit",1,28,18
"all_history_refit",1,29,10
"all_history_refit",1,30,22
"all_history_refit",1,31,20
"all_history_refit",1,32,34
"all_history_refit",1,33,31
"all_history_refit",1,34,36
"all_history_refit",1,35,9
"all_history_refit",1,36,21
"all_history_refit",1,37,49
"all_history_refit",1,38,54
"all_history_refit",1,39,32
"all_history_refit",1,40,46
"all_history_refit",1,41,37
"all_history_refit",1,42,58
"all_history_refit",1,43,61
"all_history_refit",1,44,24
"all_history_refit",1,45,11
"all_history_refit",1,46,1
"all_history_refit",1,47,42
"all_history_refit",1,48,27
"all_history_refit",1,49,52
"all_history_refit",1,50,59
"all_history_refit",1,51,38
"all_history_refit",1,52,17
"all_history_refit",1,53,40
"all_history_refit",1,54,16
"all_history_refit",1,55,44
"all_history_refit",1,56,25
"all_history_refit",1,57,35
"all_history_refit",1,58,6
"all_history_refit",1,59,5
"all_history_refit",1,60,51
"all_history_refit",1,61,33
