"stage","pass","position","original_episode"
"selection_fit",1,1,12
"selection_fit",1,2,1
"selection_fit",1,3,18
"selection_fit",1,4,20
"selection_fit",1,5,10
"selection_fit",1,6,24
"selection_fit",1,7,2
"selection_fit",1,8,5
"selection_fit",1,9,19
"selection_fit",1,10,36
"selection_fit",1,11,22
"selection_fit",1,12,7
"selection_fit",1,13,34
"selection_fit",1,14,8
"selection_fit",1,15,4
"selection_fit",1,16,37
"selection_fit",1,17,21
"selection_fit",1,18,23
"selection_fit",1,19,32
"selection_fit",1,20,33
"selection_fit",1,21,17
"selection_fit",1,22,15
"selection_fit",1,23,25
"selection_fit",1,24,31
"selection_fit",1,25,16
"selection_fit",1,26,9
"selection_fit",1,27,27
"selection_fit",1,28,14
"selection_fit",1,29,35
"selection_fit",1,30,28
"selection_fit",1,31,13
"selection_fit",1,32,29
"selection_fit",1,33,26
"selection_fit",1,34,11
"selection_fit",1,35,30
"selection_fit",1,36,3
"selection_fit",1,37,6
"all_history_refit",1,1,7
"all_history_refit",1,2,3
"all_history_refit",1,3,54
"all_history_refit",1,4,39
"all_history_refit",1,5,31
"all_history_refit",1,6,12
"all_history_refit",1,7,2
"all_history_refit",1,8,37
"all_history_refit",1,9,1
"all_history_refit",1,10,6
"all_history_refit",1,11,47
"all_history_refit",1,12,60
"all_history_refit",1,13,44
"all_history_refit",1,14,58
"all_history_refit",1,15,36
"all_history_refit",1,16,50
"all_history_refit",1,17,19
"all_history_refit",1,18,38
"all_history_refit",1,19,56
"all_history_refit",1,20,5
"all_history_refit",1,21,34
"all_history_refit",1,22,14
"all_history_refit",1,23,48
"all_history_refit",1,24,43
"all_history_refit",1,25,40
"all_history_refit",1,26,45
"all_history_refit",1,27,42
"all_history_refit",1,28,46
"all_history_refit",1,29,57
"all_history_refit",1,30,33
"all_history_refit",1,31,27
"all_history_refit",1,32,49
"all_history_refit",1,33,9
"all_history_refit",1,34,18
"all_history_refit",1,35,29
"all_history_refit",1,36,25
"all_history_refit",1,37,41
"all_history_refit",1,38,16
"all_history_refit",1,39,26
"all_history_refit",1,40,61
"all_history_refit",1,41,30
"all_history_refit",1,42,21
"all_history_refit",1,43,28
"all_history_refit",1,44,53
"all_history_refit",1,45,4
"all_history_refit",1,46,15
"all_history_refit",1,47,51
"all_history_refit",1,48,13
"all_history_refit",1,49,8
"all_history_refit",1,50,22
"all_history_refit",1,51,11
"all_history_refit",1,52,10
"all_history_refit",1,53,24
"all_history_refit",1,54,17
"all_history_refit",1,55,32
"all_history_refit",1,56,20
"all_history_refit",1,57,35
"all_history_refit",1,58,52
"all_history_refit",1,59,23
"all_history_refit",1,60,59
"all_history_refit",1,61,55
