"stage","pass","position","original_episode"
"selection_fit",1,1,22
"selection_fit",1,2,6
"selection_fit",1,3,35
"selection_fit",1,4,17
"selection_fit",1,5,14
"selection_fit",1,6,36
"selection_fit",1,7,27
"selection_fit",1,8,29
"selection_fit",1,9,4
"selection_fit",1,10,24
"selection_fit",1,11,3
"selection_fit",1,12,1
"selection_fit",1,13,8
"selection_fit",1,14,33
"selection_fit",1,15,7
"selection_fit",1,16,15
"selection_fit",1,17,30
"selection_fit",1,18,19
"selection_fit",1,19,32
"selection_fit",1,20,2
"selection_fit",1,21,5
"selection_fit",1,22,10
"selection_fit",1,23,11
"selection_fit",1,24,23
"selection_fit",1,25,37
"selection_fit",1,26,26
"selection_fit",1,27,13
"selection_fit",1,28,21
"selection_fit",1,29,28
"selection_fit",1,30,9
"selection_fit",1,31,16
"selection_fit",1,32,18
"selection_fit",1,33,20
"selection_fit",1,34,25
"selection_fit",1,35,12
"selection_fit",1,36,34
"selection_fit",1,37,31
"all_history_refit",1,1,23
"all_history_refit",1,2,2
"all_history_refit",1,3,47
"all_history_refit",1,4,5
"all_history_refit",1,5,32
"all_history_refit",1,6,36
"all_history_refit",1,7,21
"all_history_refit",1,8,44
"all_history_refit",1,9,43
"all_history_refit",1,10,52
"all_history_refit",1,11,10
"all_history_refit",1,12,33
"all_history_refit",1,13,12
"all_history_refit",1,14,6
"all_history_refit",1,15,61
"all_history_refit",1,16,34
"all_history_refit",1,17,50
"all_history_refit",1,18,14
"all_history_refit",1,19,38
"all_history_refit",1,20,27
"all_history_refit",1,21,45
"all_history_refit",1,22,26
"all_history_refit",1,23,54
"all_history_refit",1,24,19
"all_history_refit",1,25,55
"all_history_refit",1,26,31
"all_history_refit",1,27,53
"all_history_refit",1,28,16
"all_history_refit",1,29,4
"all_history_refit",1,30,1
"all_history_refit",1,31,8
"all_history_refit",1,32,18
"all_history_refit",1,33,13
"all_history_refit",1,34,51
"all_history_refit",1,35,22
"all_history_refit",1,36,28
"all_history_refit",1,37,56
"all_history_refit",1,38,35
"all_history_refit",1,39,46
"all_history_refit",1,40,59
"all_history_refit",1,41,37
"all_history_refit",1,42,9
"all_history_refit",1,43,60
"all_history_refit",1,44,41
"all_history_refit",1,45,48
"all_history_refit",1,46,17
"all_history_refit",1,47,11
"all_history_refit",1,48,40
"all_history_refit",1,49,42
"all_history_refit",1,50,30
"all_history_refit",1,51,49
"all_history_refit",1,52,7
"all_history_refit",1,53,3
"all_history_refit",1,54,20
"all_history_refit",1,55,15
"all_history_refit",1,56,24
"all_history_refit",1,57,57
"all_history_refit",1,58,58
"all_history_refit",1,59,39
"all_history_refit",1,60,25
"all_history_refit",1,61,29
