experiment_id,seed,path,sha256,checkpoint,checkpoint_sha256,rows
synthetic_100_full_vine_state,20261001,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_full_vine_state/seed_20261001/weights_rl_full_seed_20261001.csv,fdfa97f20f223b21b7ac4f4a4e71601cbaedf1329b1150d2db523047e081a6b2,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_full_vine_state/seed_20261001/td3_lstm_synth100_full_full.pt,5d826e8304fb19e5a692eb7ade0932d61562a7fd920881ace090962f3aaec6a9,24
synthetic_100_full_vine_state,20261002,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_full_vine_state/seed_20261002/weights_rl_full_seed_20261002.csv,1947ee8eedfaa8f15be067824c589f7bd4236bc3023bd0ab29fede3f8a4fcba7,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_full_vine_state/seed_20261002/td3_lstm_synth100_full_full.pt,5686cf8985697b4db5d761c7aced8829988759471ae0d3add31aceca5751d710,24
synthetic_100_full_vine_state,20261003,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_full_vine_state/seed_20261003/weights_rl_full_seed_20261003.csv,818d886f5a4fc534a69865f5da62fda83667fe429a37b7b89756ebc72dcb1d18,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_full_vine_state/seed_20261003/td3_lstm_synth100_full_full.pt,544d59d976b77f8cd2a267ae3070fe3b0ee9ce364a2c66765d8f3545654389a6,24
synthetic_100_full_vine_state,20261004,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_full_vine_state/seed_20261004/weights_rl_full_seed_20261004.csv,0e08fe342575b50f8513108aee6808e0997783bcc5d8c11e8f75bc6e8782c697,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_full_vine_state/seed_20261004/td3_lstm_synth100_full_full.pt,856efdea090d86ca99eddbe5933788e2f5809de95951977b6cbc0ad5757ef4c6,24
synthetic_100_full_vine_state,20261005,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_full_vine_state/seed_20261005/weights_rl_full_seed_20261005.csv,3881e4b5b4df6d1b46341f3a74f856a9112a6b359916585339f36cff09619502,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_full_vine_state/seed_20261005/td3_lstm_synth100_full_full.pt,9daeab89be3c4d166b79206704e5ff71b1a662cf145943cd67d64556503ca943,24
synthetic_100_full_vine_state,20261006,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_full_vine_state/seed_20261006/weights_rl_full_seed_20261006.csv,d678ea5e1e2c84b14d146645bd7a8cde28225966b239d3887e28265d2e8c1af7,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_full_vine_state/seed_20261006/td3_lstm_synth100_full_full.pt,27d5bb1df22e10cf63e576dd2f8b5a15c582a8f2599ab7da944500677234f59d,24
synthetic_100_full_vine_state,20261007,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_full_vine_state/seed_20261007/weights_rl_full_seed_20261007.csv,208c9910aea349a8a69e8bf41af55693bfef794eaeebc700382fdc9a7cb5dc19,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_full_vine_state/seed_20261007/td3_lstm_synth100_full_full.pt,4b42c53af4b94081cecd327a7c42bf68fb71696b702e26cdab6601b7d123e6a2,24
synthetic_100_full_vine_state,20261008,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_full_vine_state/seed_20261008/weights_rl_full_seed_20261008.csv,08e2439887eb327cf29e5a7b653e08986564bd329ef875bf43f6647b604bb676,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_full_vine_state/seed_20261008/td3_lstm_synth100_full_full.pt,8c5c0d4f107dc48abd4c2c360d67d19db919633288743a1e397b096c0d959983,24
synthetic_100_full_vine_state,20261009,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_full_vine_state/seed_20261009/weights_rl_full_seed_20261009.csv,3df3c6198a5e23f821de9a3661b2541e7781fcfe3a53e717a96f02368181a461,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_full_vine_state/seed_20261009/td3_lstm_synth100_full_full.pt,d2368c16fe8d64cf19d2c9cc0868fce6115103d0dc6a9bc7fb6358833acd0fc2,24
synthetic_100_full_vine_state,20261010,analysis_outputs/synthetic_dose_response_v1_weights/weights/synthetic_100_full_vine_state/seed_20261010/weights_rl_full_seed_20261010.csv,95aee279ee5ad73f214edb21a1380646c451fa1eacc22d255be9a05e9ff869f6,/gabirel/copula-portfolio-clean/data/synthetic_dose_response_runs_v1/synthetic_100_full_vine_state/seed_20261010/td3_lstm_synth100_full_full.pt,4bcabac23e647375333b85b339079aa85dc387d978c5bc04e9aa641e69f58510,24
