"stage","pass","position","original_episode"
"selection_fit",1,1,13
"selection_fit",1,2,19
"selection_fit",1,3,34
"selection_fit",1,4,18
"selection_fit",1,5,14
"selection_fit",1,6,30
"selection_fit",1,7,2
"selection_fit",1,8,25
"selection_fit",1,9,31
"selection_fit",1,10,12
"selection_fit",1,11,6
"selection_fit",1,12,22
"selection_fit",1,13,17
"selection_fit",1,14,9
"selection_fit",1,15,1
"selection_fit",1,16,36
"selection_fit",1,17,11
"selection_fit",1,18,7
"selection_fit",1,19,16
"selection_fit",1,20,5
"selection_fit",1,21,20
"selection_fit",1,22,28
"selection_fit",1,23,24
"selection_fit",1,24,23
"selection_fit",1,25,29
"selection_fit",1,26,15
"selection_fit",1,27,32
"selection_fit",1,28,4
"selection_fit",1,29,26
"selection_fit",1,30,33
"selection_fit",1,31,35
"selection_fit",1,32,10
"selection_fit",1,33,27
"selection_fit",1,34,8
"selection_fit",1,35,37
"selection_fit",1,36,3
"selection_fit",1,37,21
"all_history_refit",1,1,16
"all_history_refit",1,2,10
"all_history_refit",1,3,8
"all_history_refit",1,4,28
"all_history_refit",1,5,22
"all_history_refit",1,6,53
"all_history_refit",1,7,13
"all_history_refit",1,8,17
"all_history_refit",1,9,36
"all_history_refit",1,10,9
"all_history_refit",1,11,35
"all_history_refit",1,12,60
"all_history_refit",1,13,23
"all_history_refit",1,14,52
"all_history_refit",1,15,30
"all_history_refit",1,16,18
"all_history_refit",1,17,32
"all_history_refit",1,18,44
"all_history_refit",1,19,27
"all_history_refit",1,20,38
"all_history_refit",1,21,59
"all_history_refit",1,22,41
"all_history_refit",1,23,7
"all_history_refit",1,24,43
"all_history_refit",1,25,34
"all_history_refit",1,26,37
"all_history_refit",1,27,61
"all_history_refit",1,28,3
"all_history_refit",1,29,58
"all_history_refit",1,30,33
"all_history_refit",1,31,48
"all_history_refit",1,32,47
"all_history_refit",1,33,56
"all_history_refit",1,34,5
"all_history_refit",1,35,46
"all_history_refit",1,36,39
"all_history_refit",1,37,25
"all_history_refit",1,38,1
"all_history_refit",1,39,6
"all_history_refit",1,40,54
"all_history_refit",1,41,12
"all_history_refit",1,42,11
"all_history_refit",1,43,42
"all_history_refit",1,44,21
"all_history_refit",1,45,15
"all_history_refit",1,46,55
"all_history_refit",1,47,24
"all_history_refit",1,48,40
"all_history_refit",1,49,19
"all_history_refit",1,50,50
"all_history_refit",1,51,57
"all_history_refit",1,52,49
"all_history_refit",1,53,14
"all_history_refit",1,54,26
"all_history_refit",1,55,45
"all_history_refit",1,56,31
"all_history_refit",1,57,2
"all_history_refit",1,58,51
"all_history_refit",1,59,4
"all_history_refit",1,60,20
"all_history_refit",1,61,29
