episode,step,reward,leverage_gate,gross_exposure,turnover,gate_gross_error,position_limit_violation,at_position_cap,direction_entropy,normalized_direction_entropy,effective_positions,long_hhi,short_hhi,dominant_long_asset
1,1,-0.019136581445669175,0.7679765224456787,1.383988380432129,1.5714158362575938,1.1920928955078125e-07,0.0,False,0.8552268743515015,0.7428406246124456,3.181642532348633,0.4107155203819275,0.5007452964782715,7
1,2,0.03184994095662537,0.7977749109268188,1.3988873958587646,0.34573912434279913,5.960464477539063e-08,0.0,False,0.8900184035301208,0.7730601628909464,3.4590792655944824,0.37939104437828064,0.5004746913909912,7
1,3,0.003989498226979457,0.8114413619041443,1.4057207107543945,0.3896146738635643,2.9802322387695312e-08,0.0,False,0.9596124887466431,0.8335088172562269,3.8371422290802,0.34169089794158936,0.5004931092262268,7
1,4,-0.004666692275513041,0.8211891651153564,1.4105944633483887,0.2913632286446436,1.1920928955078125e-07,0.0,False,0.9451609253883362,0.8209563488134511,3.6560959815979004,0.360107421875,0.5004497766494751,7
1,5,0.013222426507511166,0.8181524872779846,1.40907621383667,0.143555292061397,2.9802322387695312e-08,0.0,False,0.9799584150314331,0.8511810642856162,3.841063976287842,0.3418370187282562,0.5004673004150391,7
1,6,-0.0018907634180278365,0.7993738055229187,1.3996868133544922,0.4174147322773933,8.940696716308594e-08,0.0,False,0.9727699756622314,0.8449372651825354,3.8579518795013428,0.3388543426990509,0.5005689859390259,7
1,7,0.027580606763944877,0.8133489489555359,1.4066745042800903,0.11824199557304382,2.9802322387695312e-08,0.0,False,0.9894939661026001,0.8594635387098452,3.962376594543457,0.33056628704071045,0.5009825229644775,7
1,8,0.01770142022524994,0.8103602528572083,1.4051802158355713,0.398672286953245,8.940696716308594e-08,0.0,False,0.9824414849281311,0.8533378313942482,3.901962995529175,0.33567333221435547,0.5013539791107178,7
1,9,0.02000376350439255,0.7902281284332275,1.3951139450073242,0.1630067207983561,1.1920928955078125e-07,0.0,False,0.9653733372688293,0.8385126267047589,3.7195136547088623,0.3512161374092102,0.5018042325973511,7
1,10,0.002986662771559609,0.8011718392372131,1.4005860090255737,0.32820652851036614,8.940696716308594e-08,0.0,False,1.0288112163543701,0.8936140683657511,4.162425518035889,0.31314927339553833,0.501490592956543,7
1,11,0.04760007916887016,0.7920670509338379,1.396033525466919,0.015438492809023152,0.0,0.0,False,1.0268409252166748,0.8919026952280632,4.150428771972656,0.31345129013061523,0.5021375417709351,7
1,12,0.010551685130350314,0.7953105568885803,1.3976552486419678,0.20826832098620265,2.9802322387695312e-08,0.0,False,1.013330340385437,0.8801675503490785,4.059055805206299,0.321023553609848,0.5029729604721069,7
1,13,0.029643750959704132,0.7897578477859497,1.39487886428833,0.7360550527061733,5.960464477539063e-08,0.0,False,0.9186227321624756,0.7979055670581041,3.5016887187957764,0.3738909363746643,0.5011179447174072,7
1,14,0.008356432449845949,0.7962431311607361,1.3981215953826904,0.0748473879482065,2.9802322387695312e-08,0.0,False,0.9372073411941528,0.8140479533596776,3.649956464767456,0.3586713373661041,0.5015527009963989,7
1,15,0.03540024692820305,0.7861472964286804,1.3930736780166626,0.4460838660597801,2.9802322387695312e-08,0.0,False,1.0049999952316284,0.8729319044837813,4.036776065826416,0.32223913073539734,0.5020816326141357,7
1,16,-0.0024262337802020153,0.7913630604743958,1.3956815004348755,0.3162027235542024,2.9802322387695312e-08,0.0,False,0.9905728697776794,0.8604006625350293,3.984020948410034,0.32708093523979187,0.5015679001808167,7
1,17,-0.019742000585116715,0.7944002747535706,1.397200107574463,0.40879265564892986,2.9802322387695312e-08,0.0,False,0.8945693969726562,0.7770131055694884,3.442068338394165,0.3810071349143982,0.5014665722846985,7
1,18,-0.008612344937337507,0.8088709115982056,1.404435396194458,0.6597355175763369,5.960464477539063e-08,0.0,False,0.9773295521736145,0.8488976630199542,3.866387367248535,0.33875906467437744,0.5021163821220398,7
1,19,0.014299950625668733,0.7810860276222229,1.390542984008789,0.7292653476553304,2.9802322387695312e-08,0.0,False,0.8757505416870117,0.7606672555569058,3.3502938747406006,0.39060425758361816,0.5009095668792725,7
1,20,-0.006555531571124146,0.7857223153114319,1.3928611278533936,0.2931228290711131,2.9802322387695312e-08,0.0,False,0.9503846168518066,0.8254935895689518,3.8376214504241943,0.3396153151988983,0.5026988983154297,7
1,21,0.0005839218305715749,0.7932116389274597,1.3966057300567627,0.5101109285439763,8.940696716308594e-08,0.0,False,0.9141866564750671,0.7940524406734107,3.6864073276519775,0.35475730895996094,0.5010011196136475,1
1,22,-0.007963198375014515,0.7878916263580322,1.3939456939697266,0.9199223486440522,1.1920928955078125e-07,0.0,False,0.9782637357711792,0.8497090845829679,3.95916748046875,0.32884642481803894,0.5059082508087158,7
