"stage","pass","position","original_episode"
"selection_fit",1,1,8
"selection_fit",1,2,3
"selection_fit",1,3,16
"selection_fit",1,4,30
"selection_fit",1,5,17
"selection_fit",1,6,6
"selection_fit",1,7,22
"selection_fit",1,8,18
"selection_fit",1,9,5
"selection_fit",1,10,1
"selection_fit",1,11,19
"selection_fit",1,12,28
"selection_fit",1,13,34
"selection_fit",1,14,21
"selection_fit",1,15,35
"selection_fit",1,16,10
"selection_fit",1,17,11
"selection_fit",1,18,14
"selection_fit",1,19,23
"selection_fit",1,20,4
"selection_fit",1,21,27
"selection_fit",1,22,12
"selection_fit",1,23,26
"selection_fit",1,24,20
"selection_fit",1,25,31
"selection_fit",1,26,13
"selection_fit",1,27,29
"selection_fit",1,28,25
"selection_fit",1,29,9
"selection_fit",1,30,7
"selection_fit",1,31,2
"selection_fit",1,32,36
"selection_fit",1,33,24
"selection_fit",1,34,33
"selection_fit",1,35,15
"selection_fit",1,36,32
"selection_fit",1,37,37
"all_history_refit",1,1,56
"all_history_refit",1,2,7
"all_history_refit",1,3,58
"all_history_refit",1,4,61
"all_history_refit",1,5,17
"all_history_refit",1,6,21
"all_history_refit",1,7,23
"all_history_refit",1,8,59
"all_history_refit",1,9,6
"all_history_refit",1,10,29
"all_history_refit",1,11,60
"all_history_refit",1,12,31
"all_history_refit",1,13,11
"all_history_refit",1,14,26
"all_history_refit",1,15,28
"all_history_refit",1,16,2
"all_history_refit",1,17,32
"all_history_refit",1,18,24
"all_history_refit",1,19,30
"all_history_refit",1,20,55
"all_history_refit",1,21,13
"all_history_refit",1,22,18
"all_history_refit",1,23,9
"all_history_refit",1,24,44
"all_history_refit",1,25,36
"all_history_refit",1,26,43
"all_history_refit",1,27,53
"all_history_refit",1,28,38
"all_history_refit",1,29,34
"all_history_refit",1,30,50
"all_history_refit",1,31,22
"all_history_refit",1,32,41
"all_history_refit",1,33,52
"all_history_refit",1,34,10
"all_history_refit",1,35,12
"all_history_refit",1,36,49
"all_history_refit",1,37,40
"all_history_refit",1,38,3
"all_history_refit",1,39,20
"all_history_refit",1,40,14
"all_history_refit",1,41,47
"all_history_refit",1,42,27
"all_history_refit",1,43,33
"all_history_refit",1,44,8
"all_history_refit",1,45,35
"all_history_refit",1,46,1
"all_history_refit",1,47,48
"all_history_refit",1,48,19
"all_history_refit",1,49,45
"all_history_refit",1,50,16
"all_history_refit",1,51,51
"all_history_refit",1,52,5
"all_history_refit",1,53,46
"all_history_refit",1,54,25
"all_history_refit",1,55,4
"all_history_refit",1,56,42
"all_history_refit",1,57,15
"all_history_refit",1,58,54
"all_history_refit",1,59,39
"all_history_refit",1,60,57
"all_history_refit",1,61,37
