"stage","pass","position","original_episode"
"selection_fit",1,1,31
"selection_fit",1,2,15
"selection_fit",1,3,34
"selection_fit",1,4,28
"selection_fit",1,5,22
"selection_fit",1,6,32
"selection_fit",1,7,37
"selection_fit",1,8,24
"selection_fit",1,9,8
"selection_fit",1,10,7
"selection_fit",1,11,10
"selection_fit",1,12,30
"selection_fit",1,13,5
"selection_fit",1,14,6
"selection_fit",1,15,1
"selection_fit",1,16,19
"selection_fit",1,17,4
"selection_fit",1,18,3
"selection_fit",1,19,12
"selection_fit",1,20,9
"selection_fit",1,21,13
"selection_fit",1,22,17
"selection_fit",1,23,25
"selection_fit",1,24,16
"selection_fit",1,25,26
"selection_fit",1,26,35
"selection_fit",1,27,21
"selection_fit",1,28,33
"selection_fit",1,29,14
"selection_fit",1,30,27
"selection_fit",1,31,18
"selection_fit",1,32,36
"selection_fit",1,33,20
"selection_fit",1,34,2
"selection_fit",1,35,11
"selection_fit",1,36,23
"selection_fit",1,37,29
"all_history_refit",1,1,60
"all_history_refit",1,2,51
"all_history_refit",1,3,6
"all_history_refit",1,4,5
"all_history_refit",1,5,56
"all_history_refit",1,6,40
"all_history_refit",1,7,41
"all_history_refit",1,8,59
"all_history_refit",1,9,34
"all_history_refit",1,10,54
"all_history_refit",1,11,12
"all_history_refit",1,12,28
"all_history_refit",1,13,20
"all_history_refit",1,14,26
"all_history_refit",1,15,23
"all_history_refit",1,16,53
"all_history_refit",1,17,15
"all_history_refit",1,18,31
"all_history_refit",1,19,16
"all_history_refit",1,20,11
"all_history_refit",1,21,29
"all_history_refit",1,22,55
"all_history_refit",1,23,45
"all_history_refit",1,24,32
"all_history_refit",1,25,39
"all_history_refit",1,26,24
"all_history_refit",1,27,58
"all_history_refit",1,28,17
"all_history_refit",1,29,50
"all_history_refit",1,30,38
"all_history_refit",1,31,3
"all_history_refit",1,32,4
"all_history_refit",1,33,35
"all_history_refit",1,34,61
"all_history_refit",1,35,36
"all_history_refit",1,36,22
"all_history_refit",1,37,48
"all_history_refit",1,38,57
"all_history_refit",1,39,27
"all_history_refit",1,40,7
"all_history_refit",1,41,47
"all_history_refit",1,42,2
"all_history_refit",1,43,18
"all_history_refit",1,44,49
"all_history_refit",1,45,21
"all_history_refit",1,46,19
"all_history_refit",1,47,33
"all_history_refit",1,48,8
"all_history_refit",1,49,52
"all_history_refit",1,50,37
"all_history_refit",1,51,46
"all_history_refit",1,52,43
"all_history_refit",1,53,13
"all_history_refit",1,54,44
"all_history_refit",1,55,14
"all_history_refit",1,56,10
"all_history_refit",1,57,25
"all_history_refit",1,58,1
"all_history_refit",1,59,42
"all_history_refit",1,60,9
"all_history_refit",1,61,30
