strategy_id,experiment_id,strategy_level,seed,source,observations,elapsed_years,total_return,cagr,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,omega_ratio,monthly_var_95_loss,monthly_cvar_95_loss,annualized_certainty_equivalent_return,mean_crra_utility,terminal_wealth,gross_total_return_before_costs,mean_monthly_turnover,annualized_turnover,mean_gross_exposure,maximum_gross_exposure,mean_short_notional,total_transaction_cost,total_financing_cost,implementation_drag_total_return
synthetic_100_full_vine_state__seed_20261001,synthetic_100_full_vine_state,seed,20261001.0,synthetic_dose_response_v1,22,1.8383561643835618,0.22015263161272713,0.11431047406920936,0.09769391231680476,1.1596139471099254,2.0033940763644433,0.06302853935780794,1.8136303844878587,2.452291408757234,0.04729351068902545,0.05246098386831827,0.10923054568708035,0.008625137464781924,122015.26316127271,0.23839793384153007,0.16733732006766597,2.002561371301576,1.4058609309715109,1.4253491461277017,0.20293046548575552,0.0036814210414886513,0.011161175601716557,0.01824530222880294
synthetic_100_full_vine_state__seed_20261002,synthetic_100_full_vine_state,seed,20261002.0,synthetic_dose_response_v1,22,1.8383561643835618,0.8403787682182342,0.39347778498001307,0.18036816705607775,1.9479236596028597,4.848375254391567,0.07709910193368508,5.1035326626560895,5.537160579574337,0.05792956345318546,0.06895372960945084,0.37363468957952706,0.026178739781212546,184037.87682182342,0.8745217514432344,0.3302073583200379,3.9516618290758627,1.4042762319569464,1.4135413233722947,0.20213811597847303,0.007264561883040833,0.011117596378816031,0.0341429832250002
synthetic_100_full_vine_state__seed_20261003,synthetic_100_full_vine_state,seed,20261003.0,synthetic_dose_response_v1,22,1.8383561643835618,0.5078880422127436,0.25033505966128144,0.13006535843221606,1.7957911862929887,3.2318767783760927,0.09197610133802891,2.7217402783931286,4.098757439168768,0.028095754677261064,0.06030261397215575,0.24028486372648716,0.017833324914929574,150788.80422127436,0.5296501495965473,0.13957970216870333,1.6703800423467774,1.4093916781923987,1.4155161008238804,0.20469583909619937,0.003070753447711474,0.011258271150290974,0.021762107383803686
synthetic_100_full_vine_state__seed_20261004,synthetic_100_full_vine_state,seed,20261004.0,synthetic_dose_response_v1,22,1.8383561643835618,0.3127131537194636,0.1595251281187282,0.12231387326866958,1.276175230156242,2.152562138873533,0.11146445312755437,1.4311749050271263,2.7936562300050545,0.04298485646792647,0.06394332591790686,0.15120486952816914,0.011697288901161784,131271.31537194637,0.33431367503180187,0.2304662076103221,2.758038222221887,1.4091162493863665,1.4197086936661174,0.20455812469318332,0.005070256567427088,0.011250696858125088,0.02160052131233825
synthetic_100_full_vine_state__seed_20261005,synthetic_100_full_vine_state,seed,20261005.0,synthetic_dose_response_v1,22,1.8383561643835618,0.8737258876356382,0.4071563053010854,0.1750551401163395,2.0604543650948752,5.487022219309539,0.06542814360364557,6.222953653821826,4.800633805803401,0.04269071595970213,0.05414315891690524,0.38785929713019995,0.027016711444687393,187372.5887635638,0.9065814258976475,0.28064077821644856,3.358488001606679,1.4075930931351401,1.427700772881508,0.2037965465675702,0.006174097120761868,0.011208810061216368,0.032855538262009265
synthetic_100_full_vine_state__seed_20261006,synthetic_100_full_vine_state,seed,20261006.0,synthetic_dose_response_v1,22,1.8383561643835618,0.6641538835668539,0.31923250386581614,0.1637413028086794,1.7868982237852118,4.640655531770333,0.06713717324691981,4.754929175998071,5.15172887408137,0.049807032956957875,0.059508120517416996,0.30367379623933166,0.02191568513136062,166415.38835668538,0.6941750223048624,0.32899433093798575,3.9371452718808126,1.3869533940375622,1.4065330411706642,0.19347669701878117,0.007237875280635687,0.010641218336032975,0.03002113873800849
synthetic_100_full_vine_state__seed_20261007,synthetic_100_full_vine_state,seed,20261007.0,synthetic_dose_response_v1,22,1.8383561643835618,0.6467745840564407,0.31172027732275853,0.1487905549236045,1.914664956398806,3.9043461859543,0.07448332951724601,4.18510127491793,4.479178787187788,0.06163993807636936,0.06943559213357153,0.29821908806429587,0.021572939370903446,164677.45840564408,0.6749952914519315,0.2785937022659688,3.3339902074452,1.3950078359672,1.4166709567819313,0.1975039179836001,0.006129061449851313,0.010862715489098012,0.028220707395490763
synthetic_100_full_vine_state__seed_20261008,synthetic_100_full_vine_state,seed,20261008.0,synthetic_dose_response_v1,22,1.8383561643835618,0.931637662478191,0.43064978742680604,0.18706077210433608,2.028606940656424,5.759308294829818,0.08050247904915742,5.349522058368381,6.126105454287207,0.03419839942136263,0.05784529177745057,0.40900752832798726,0.028245503821428486,193163.7662478191,0.9598336234142122,0.17216796863388703,2.0603707721760247,1.3892260151250022,1.4030419311353142,0.19461300756250122,0.003787695309945515,0.010703715415937572,0.02819596093602117
synthetic_100_full_vine_state__seed_20261009,synthetic_100_full_vine_state,seed,20261009.0,synthetic_dose_response_v1,22,1.8383561643835618,0.5173900103434308,0.2546148122365295,0.13881623589034567,1.7150958111660763,3.4203664611551026,0.07693598874134044,3.309437058026862,3.68819753548381,0.04842633865373479,0.0634898360299353,0.24336799291485356,0.01803706579042942,151739.0010343431,0.538346639575789,0.11658223524883232,1.3951644546171735,1.4055148856593416,1.4102691859006882,0.2027574428296708,0.0025648091754743117,0.011151659355631902,0.020956629232358193
synthetic_100_full_vine_state__seed_20261010,synthetic_100_full_vine_state,seed,20261010.0,synthetic_dose_response_v1,22,1.8383561643835618,0.1903901458988957,0.09944190136197562,0.13531186535027648,0.7670119523244591,1.4384173142257266,0.08004684772085324,1.2422962826563588,1.7898184890167999,0.04684052433748063,0.05459742839751558,0.0901506684741431,0.007186750623575816,119039.01458988957,0.206820722893996,0.11469124949404201,1.3725346250926338,1.4067303763775083,1.409568294882775,0.20336518818875418,0.002523207488868925,0.011185085350381485,0.01643057699510031
synthetic_100_full_vine_state_ensemble,synthetic_100_full_vine_state,ensemble,,synthetic_dose_response_v1,22,1.8383561643835618,0.5793378767814232,0.28222230911812907,0.12695313997554156,2.038474078398238,4.24699900271908,0.07079145938496634,3.9866717195840624,4.986461193226159,0.04032381774077765,0.05644924404637114,0.2726237653369463,0.01994354495166621,157933.7876781423,0.5832420558964688,0.11038942026192111,1.321053717888564,1.0014697340063075,1.0176764825092894,0.000734867003153674,0.0024285672457622642,4.041768517345391e-05,0.003904179115045592
synthetic_100_no_policy_visible_dependence__seed_20261001,synthetic_100_no_policy_visible_dependence,seed,20261001.0,synthetic_dose_response_v1,22,1.8383561643835618,0.11433473790328463,0.06065670678577795,0.10625439629336413,0.6074220736313254,0.8510752099061761,0.09195209341142152,0.6596555286064175,1.6031708374633853,0.0362050560673634,0.06344106908841352,0.05469372722159016,0.004439807318043549,111433.47379032847,0.12994501162799854,0.11888436702164697,1.422714556160693,1.4107612350157328,1.4177468802247728,0.20538061750786643,0.0026154560744762337,0.01129593396293266,0.015610273724713908
synthetic_100_no_policy_visible_dependence__seed_20261002,synthetic_100_no_policy_visible_dependence,seed,20261002.0,synthetic_dose_response_v1,22,1.8383561643835618,0.7688833735197058,0.3637648892010761,0.17445962203881993,1.8825834110128916,4.161352529507634,0.09407426772723959,3.8667841694583442,4.697756295595327,0.04375000527557892,0.06942023222060478,0.34508364531563496,0.024468050444477016,176888.33735197058,0.7974244089515172,0.22469268245743448,2.6889452162938876,1.4022920796429956,1.4063884573323393,0.2011460398214978,0.004943239014063558,0.011063032190182393,0.028541035431811412
synthetic_100_no_policy_visible_dependence__seed_20261003,synthetic_100_no_policy_visible_dependence,seed,20261003.0,synthetic_dose_response_v1,22,1.8383561643835618,0.2576988174261863,0.1328336407308759,0.13896361122740578,0.9684999426836771,1.6012872821089512,0.16591274649788568,0.8006234815271934,2.325897881809194,0.07070273954302804,0.07742419081249025,0.12242821282770167,0.009604480229701163,125769.88174261863,0.27487998342086817,0.1037109140548615,1.2411306108204736,1.4104250042469468,1.4168517312833235,0.20521250212347358,0.002281640109206953,0.011286687616791052,0.01718116599468189
synthetic_100_no_policy_visible_dependence__seed_20261004,synthetic_100_no_policy_visible_dependence,seed,20261004.0,synthetic_dose_response_v1,22,1.8383561643835618,0.06658272371313978,0.03568582211786042,0.11424922476263792,0.36082005862657257,0.6127981570619435,0.09580030208042345,0.37250218781045713,1.3475164911798099,0.04683615027185212,0.047930419702659766,0.02949110230143215,0.0024257392750046025,106658.27237131397,0.08321255148526241,0.20263676355024438,2.4249973342898095,1.4004865527733583,1.4076503153358189,0.20024327638667902,0.0044580087981053755,0.011013380201267353,0.01662982777212263
synthetic_100_no_policy_visible_dependence__seed_20261005,synthetic_100_no_policy_visible_dependence,seed,20261005.0,synthetic_dose_response_v1,22,1.8383561643835618,0.4534468285616253,0.22557340513258084,0.12353982739742728,1.7190774549579462,3.414552843399145,0.07459916649341936,3.0238059717795833,3.815562041624822,0.029441024698208872,0.052185563834997006,0.2168027427568633,0.0162633274652525,145344.68285616254,0.48252931616979744,0.39909962825960954,4.776110305401884,1.4011482182261232,1.4255254481519977,0.20057410911306162,0.008780191821711409,0.011031576001218402,0.029082487608172114
synthetic_100_no_policy_visible_dependence__seed_20261006,synthetic_100_no_policy_visible_dependence,seed,20261006.0,synthetic_dose_response_v1,22,1.8383561643835618,1.0547655183969233,0.47955627307663096,0.2195255775689278,1.911378561726476,6.944490123891011,0.06393738246473857,7.500405155639676,5.31313129982054,0.030008429988118056,0.047074887997516524,0.45035424983131755,0.030591196319954227,205476.55183969234,1.091176994086604,0.2937833243956812,3.5157676526040538,1.403712397271937,1.4120430861200604,0.20185619863596838,0.006463233136704987,0.011102090924978266,0.03641147568968073
synthetic_100_no_policy_visible_dependence__seed_20261007,synthetic_100_no_policy_visible_dependence,seed,20261007.0,synthetic_dose_response_v1,22,1.8383561643835618,1.1889021256320675,0.5313376541392367,0.1903224264562226,2.366327474910801,7.509002360863363,0.06962722431242396,7.631176732754335,6.515075401068633,0.027934707524964103,0.0488948025742485,0.5072298728041642,0.0337021156972274,218890.21256320676,1.2309638142682928,0.36941210325662177,4.4208333668415385,1.3966008691818683,1.4160366271223344,0.19830043459093422,0.00812706627164568,0.010906523902501393,0.04206168863622528
synthetic_100_no_policy_visible_dependence__seed_20261008,synthetic_100_no_policy_visible_dependence,seed,20261008.0,synthetic_dose_response_v1,22,1.8383561643835618,0.4737161693818692,0.23484119644858126,0.16456064312785032,1.3683572643453166,3.8658326335167854,0.06298856529790053,3.728314739951836,2.967450118393701,0.0396281763721857,0.042524270884394755,0.22029361033547223,0.016498791631100504,147371.61693818693,0.5020292358577596,0.35874052181259386,4.293124277429402,1.40500033279131,1.4273455334561218,0.20250016639565488,0.007892291479877064,0.011137509151761028,0.02831306647589038
synthetic_100_no_policy_visible_dependence__seed_20261009,synthetic_100_no_policy_visible_dependence,seed,20261009.0,synthetic_dose_response_v1,22,1.8383561643835618,0.7094630169745073,0.33865095820692526,0.1449247874259175,2.1052411304359224,4.602445878340391,0.07590215971570757,4.461677500025643,4.604472263576145,0.037247279701949645,0.05700710123731095,0.3257146310103354,0.023284966042170962,170946.30169745072,0.7314430747177141,0.07095913332584615,0.8491830709486505,1.4078113115453104,1.4119603740317488,0.2039056557726551,0.001561100933168615,0.011214811067496042,0.02198005774320677
synthetic_100_no_policy_visible_dependence__seed_20261010,synthetic_100_no_policy_visible_dependence,seed,20261010.0,synthetic_dose_response_v1,22,1.8383561643835618,0.13708879802118812,0.0723835605483707,0.12273467189771255,0.6292042751114562,1.0949341520474691,0.0808172741991321,0.8956446658918377,1.5981941323752937,0.034666502429021404,0.0514786516090619,0.06480539585595602,0.005233265884342167,113708.87980211881,0.1534039892889707,0.14129025034316192,1.690850536893577,1.4050132787072813,1.4096737269844324,0.20250663935364077,0.0031083855075495627,0.011137865164450247,0.01631519126778258
synthetic_100_no_policy_visible_dependence_ensemble,synthetic_100_no_policy_visible_dependence,ensemble,,synthetic_dose_response_v1,22,1.8383561643835618,0.5104171155375821,0.2514753700727952,0.12023169054726851,1.939814088295017,4.452432381861709,0.05910498615163107,4.254723441227902,4.854781013428583,0.03694052866206353,0.04884254885349243,0.24313457334415522,0.018021660005604623,151041.7115537582,0.5147312168859548,0.10912926656181941,1.305973190002101,1.016411513607804,1.0579296559095386,0.008205756803901945,0.0024008438643600273,0.00045131662421461094,0.004314101348372734
dcc_garch,dcc_garch,comparator,,frozen_financial_benchmark,22,1.8383561643835618,0.5879199365419256,0.2860077209102534,0.1353495155377143,1.9411274475563656,4.625223748928913,0.05792247404665685,4.937767690652729,4.965194895121309,0.0476640615139863,0.0538282745984041,0.27534193568439047,0.020118260923263562,158791.99365419257,0.5933809798228871,0.15340985518277972,1.8358884308758883,1.0021163807088316,1.011611986865433,0.0010581903544158442,0.0033750168140205096,5.820046949287402e-05,0.0054610432809614196
dynamic_nn_vine,dynamic_nn_vine,comparator,,frozen_financial_benchmark,22,1.8383561643835618,0.614421028997342,0.2976384399987253,0.16425545154087576,1.6794205238827102,4.293628703185777,0.06779971603862855,4.389965878753051,3.760319003191539,0.03728501843095567,0.052903642116857,0.28208120011421456,0.020549706399141797,161442.1028997342,0.6739741106907333,1.0870107190304894,13.008488932659954,1.447631787968237,1.5000000098081108,0.2238158939841181,0.023914235818669853,0.012309874169125611,0.05955308169339135
equal_weight,equal_weight,comparator,,frozen_financial_benchmark,22,1.8383561643835618,0.49164378683398735,0.2429899453338784,0.13399787652350809,1.6998068859008801,5.022352882822228,0.052237017640213046,4.651681055137806,4.140757632947529,0.019996336881395616,0.0362399147944127,0.23311337811037713,0.017357284645371104,149164.37868339874,0.49164378683398735,0.0,0.0,0.9999999999999999,0.9999999999999998,0.0,0.0,0.0,0.0
full_vine_state_and_cvar_observation,full_vine_state_and_cvar_observation,comparator,,prior_causal_ensemble,22,1.8383561643835618,0.5237073882567471,0.25745344196906794,0.12300524956024173,1.9379630815930595,4.307540527679823,0.05942917004429582,4.332105627205862,4.64709054245518,0.04251785252048016,0.05186850363553905,0.24873055201208882,0.018390136367356848,152370.73882567472,0.5372400100183621,0.3466337236143271,4.148239643253422,1.0442645440216767,1.121187193292592,0.022132272010838436,0.007625941919514218,0.00121622893167373,0.01353262176161496
historical_only_no_synthetic_pretraining,historical_only_no_synthetic_pretraining,comparator,,prior_causal_ensemble,22,1.8383561643835618,1.0069126130469792,0.46071222126024614,0.1656828548320084,2.3981655673566253,9.387367054516822,0.05262330478248756,8.754908555525878,9.596487995935282,0.016846520774841608,0.0347723128712072,0.44377336061573014,0.0302227331327702,200691.26130469792,1.0367790403424686,0.6138921794120271,7.346578540504586,1.0457019157650238,1.1608739256592733,0.022850957882511916,0.0135056279470635,0.0012665025535901096,0.029866427295489384
