"stage","pass","position","original_episode"
"selection_fit",1,1,17
"selection_fit",1,2,18
"selection_fit",1,3,16
"selection_fit",1,4,14
"selection_fit",1,5,1
"selection_fit",1,6,7
"selection_fit",1,7,8
"selection_fit",1,8,5
"selection_fit",1,9,4
"selection_fit",1,10,13
"selection_fit",1,11,12
"selection_fit",1,12,11
"selection_fit",1,13,9
"selection_fit",1,14,2
"selection_fit",1,15,15
"selection_fit",1,16,10
"selection_fit",1,17,3
"selection_fit",1,18,6
"all_history_refit",1,1,2
"all_history_refit",1,2,6
"all_history_refit",1,3,20
"all_history_refit",1,4,39
"all_history_refit",1,5,12
"all_history_refit",1,6,29
"all_history_refit",1,7,31
"all_history_refit",1,8,34
"all_history_refit",1,9,36
"all_history_refit",1,10,19
"all_history_refit",1,11,1
"all_history_refit",1,12,3
"all_history_refit",1,13,13
"all_history_refit",1,14,35
"all_history_refit",1,15,26
"all_history_refit",1,16,28
"all_history_refit",1,17,42
"all_history_refit",1,18,7
"all_history_refit",1,19,33
"all_history_refit",1,20,9
"all_history_refit",1,21,21
"all_history_refit",1,22,17
"all_history_refit",1,23,5
"all_history_refit",1,24,30
"all_history_refit",1,25,22
"all_history_refit",1,26,14
"all_history_refit",1,27,11
"all_history_refit",1,28,23
"all_history_refit",1,29,27
"all_history_refit",1,30,24
"all_history_refit",1,31,25
"all_history_refit",1,32,8
"all_history_refit",1,33,10
"all_history_refit",1,34,4
"all_history_refit",1,35,16
"all_history_refit",1,36,41
"all_history_refit",1,37,38
"all_history_refit",1,38,18
"all_history_refit",1,39,32
"all_history_refit",1,40,40
"all_history_refit",1,41,15
"all_history_refit",1,42,37
