"stage","pass","position","original_episode"
"selection_fit",1,1,14
"selection_fit",1,2,23
"selection_fit",1,3,13
"selection_fit",1,4,22
"selection_fit",1,5,9
"selection_fit",1,6,12
"selection_fit",1,7,31
"selection_fit",1,8,30
"selection_fit",1,9,27
"selection_fit",1,10,7
"selection_fit",1,11,36
"selection_fit",1,12,25
"selection_fit",1,13,26
"selection_fit",1,14,15
"selection_fit",1,15,24
"selection_fit",1,16,5
"selection_fit",1,17,21
"selection_fit",1,18,32
"selection_fit",1,19,20
"selection_fit",1,20,34
"selection_fit",1,21,37
"selection_fit",1,22,17
"selection_fit",1,23,3
"selection_fit",1,24,11
"selection_fit",1,25,35
"selection_fit",1,26,6
"selection_fit",1,27,10
"selection_fit",1,28,18
"selection_fit",1,29,2
"selection_fit",1,30,19
"selection_fit",1,31,4
"selection_fit",1,32,16
"selection_fit",1,33,29
"selection_fit",1,34,28
"selection_fit",1,35,8
"selection_fit",1,36,33
"selection_fit",1,37,1
"all_history_refit",1,1,16
"all_history_refit",1,2,21
"all_history_refit",1,3,56
"all_history_refit",1,4,15
"all_history_refit",1,5,53
"all_history_refit",1,6,18
"all_history_refit",1,7,4
"all_history_refit",1,8,32
"all_history_refit",1,9,19
"all_history_refit",1,10,59
"all_history_refit",1,11,36
"all_history_refit",1,12,8
"all_history_refit",1,13,49
"all_history_refit",1,14,42
"all_history_refit",1,15,20
"all_history_refit",1,16,29
"all_history_refit",1,17,11
"all_history_refit",1,18,57
"all_history_refit",1,19,50
"all_history_refit",1,20,24
"all_history_refit",1,21,27
"all_history_refit",1,22,1
"all_history_refit",1,23,39
"all_history_refit",1,24,38
"all_history_refit",1,25,33
"all_history_refit",1,26,14
"all_history_refit",1,27,30
"all_history_refit",1,28,5
"all_history_refit",1,29,10
"all_history_refit",1,30,51
"all_history_refit",1,31,40
"all_history_refit",1,32,23
"all_history_refit",1,33,31
"all_history_refit",1,34,41
"all_history_refit",1,35,37
"all_history_refit",1,36,55
"all_history_refit",1,37,43
"all_history_refit",1,38,54
"all_history_refit",1,39,46
"all_history_refit",1,40,22
"all_history_refit",1,41,45
"all_history_refit",1,42,61
"all_history_refit",1,43,47
"all_history_refit",1,44,6
"all_history_refit",1,45,35
"all_history_refit",1,46,13
"all_history_refit",1,47,2
"all_history_refit",1,48,44
"all_history_refit",1,49,7
"all_history_refit",1,50,26
"all_history_refit",1,51,34
"all_history_refit",1,52,17
"all_history_refit",1,53,60
"all_history_refit",1,54,48
"all_history_refit",1,55,25
"all_history_refit",1,56,28
"all_history_refit",1,57,12
"all_history_refit",1,58,58
"all_history_refit",1,59,52
"all_history_refit",1,60,3
"all_history_refit",1,61,9
