update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,critic2_grad_norm,actor_grad_norm,actor_mean_leverage_gate,actor_mean_direction_entropy,actor_leverage_penalty,actor_mean_gross_exposure,actor_mean_max_abs_weight,actor_gate_gross_mae,critic_amp_scale,actor_amp_scale,stage,episode,step,pass
100,0.014121023006737232,0.3769150376319885,-0.38133323192596436,-0.3806306719779968,-0.3894428312778473,0.040407270193099976,0.09155964106321335,0.11660468578338623,0.00978176761418581,0.09865683317184448,1.1477468013763428,0.0,1.0493284463882446,0.24832478165626526,1.198495738208294e-07,1.0,1.0,pretrain,10,11,
200,0.019388657063245773,0.37028956413269043,-0.3769912123680115,-0.3889155685901642,-0.3689836263656616,0.031025169417262077,0.11992937326431274,0.2719581723213196,0.005451721604913473,0.099039725959301,1.1469855308532715,0.0,1.0495197772979736,0.24901920557022095,1.2293457984924316e-07,1.0,1.0,pretrain,14,15,
300,0.007077742367982864,0.3628259301185608,-0.37467366456985474,-0.36167067289352417,-0.3860801160335541,0.02474227175116539,0.13453005254268646,0.3573891520500183,0.003594836452975869,0.10092511773109436,1.1446380615234375,0.0,1.0504624843597412,0.2542393207550049,1.0174699127674103e-07,1.0,1.0,pretrain,18,19,
400,0.00881826039403677,0.3667614459991455,-0.37758395075798035,-0.3734585642814636,-0.37244826555252075,0.020864363759756088,0.0775424912571907,0.04743829742074013,0.0065987808629870415,0.10368425399065018,1.1409072875976562,0.0,1.0518420934677124,0.27028656005859375,1.0704388841986656e-07,1.0,1.0,pretrain,22,23,
500,0.01557525061070919,0.3743014335632324,-0.38826242089271545,-0.374367892742157,-0.3744281232357025,0.02519230730831623,0.1708211898803711,0.040181197226047516,0.009015013463795185,0.1079331785440445,1.1370651721954346,0.0,1.0539666414260864,0.2935786843299866,1.1321390047669411e-07,1.0,1.0,pretrain,27,3,
600,0.018245819956064224,0.3437190353870392,-0.36497771739959717,-0.35698723793029785,-0.3558425307273865,0.02333252876996994,0.1108998954296112,0.06509651988744736,0.013508369214832783,0.1156715452671051,1.1295864582061768,0.0,1.0578358173370361,0.31903961300849915,1.0849907994270325e-07,1.0,1.0,pretrain,31,7,
700,0.0077870674431324005,0.34597980976104736,-0.35621505975723267,-0.38074472546577454,-0.3658013939857483,0.029673319309949875,0.13389626145362854,0.21822838485240936,0.018346846103668213,0.12925785779953003,1.1128407716751099,0.0,1.0646289587020874,0.34970641136169434,1.0943040251731873e-07,1.0,1.0,pretrain,35,11,
800,0.009813063777983189,0.33744052052497864,-0.35510438680648804,-0.3629998564720154,-0.3677070438861847,0.023760143667459488,0.16238199174404144,0.06667718291282654,0.02053237520158291,0.15038847923278809,1.0941295623779297,0.0,1.075194239616394,0.3775891661643982,1.123407855629921e-07,1.0,1.0,pretrain,39,15,
900,0.007862703874707222,0.3313670754432678,-0.3536641597747803,-0.358914852142334,-0.35821110010147095,0.022535640746355057,0.06702399998903275,0.071974016726017,0.024017734453082085,0.18151339888572693,1.0705941915512085,0.0,1.0907566547393799,0.40399065613746643,1.1408701539039612e-07,1.0,1.0,pretrain,43,19,
1000,0.008028289303183556,0.3257821500301361,-0.34473562240600586,-0.33249789476394653,-0.3479714095592499,0.023283446207642555,0.048306986689567566,0.221040740609169,0.022678997367620468,0.22118572890758514,1.0475692749023438,0.0,1.1105929613113403,0.42549264430999756,1.1280644685029984e-07,1.0,1.0,pretrain,47,23,
1100,0.007688823156058788,0.31630563735961914,-0.33520078659057617,-0.34999752044677734,-0.34034645557403564,0.02308371290564537,0.07128417491912842,0.1690634936094284,0.0197227131575346,0.2684424817562103,1.0289047956466675,0.0,1.1342211961746216,0.4421526789665222,1.2165401130914688e-07,1.0,1.0,pretrain,52,3,
1200,0.00897709745913744,0.3186873495578766,-0.33761221170425415,-0.3379627764225006,-0.32936832308769226,0.022735638543963432,0.11734450608491898,0.16370774805545807,0.01962573267519474,0.32153815031051636,1.0172464847564697,0.0,1.1607691049575806,0.45391517877578735,1.1688098311424255e-07,1.0,1.0,pretrain,56,7,
1300,0.008783292025327682,0.31233158707618713,-0.33121174573898315,-0.31877028942108154,-0.32797467708587646,0.022252941504120827,0.058080676943063736,0.12741418182849884,0.0151846157386899,0.37529975175857544,1.0111310482025146,0.0,1.1876499652862549,0.46043989062309265,1.0477378964424133e-07,1.0,1.0,pretrain,60,11,
1400,0.007764594629406929,0.30611416697502136,-0.32063472270965576,-0.31316009163856506,-0.33417466282844543,0.023234520107507706,0.18280845880508423,0.35536038875579834,0.014447423629462719,0.4278082847595215,1.0094242095947266,0.0,1.2139041423797607,0.4655853807926178,1.1525116860866547e-07,1.0,1.0,pretrain,64,15,
1500,0.007205944042652845,0.3155274987220764,-0.33084046840667725,-0.3332098722457886,-0.33600425720214844,0.020310670137405396,0.07277444750070572,0.06947001069784164,0.016407376155257225,0.47261491417884827,1.0138757228851318,0.0,1.2363073825836182,0.4612763226032257,1.1408701539039612e-07,1.0,1.0,pretrain,68,19,
1600,0.01323256827890873,0.30672574043273926,-0.31550219655036926,-0.3183577060699463,-0.30895450711250305,0.021602243185043335,0.09558459371328354,0.1759159415960312,0.015930600464344025,0.5190238952636719,1.0173132419586182,0.0,1.259511947631836,0.45440614223480225,1.1641532182693481e-07,1.0,1.0,pretrain,72,23,
