"stage","pass","position","original_episode"
"selection_fit",1,1,9
"selection_fit",1,2,22
"selection_fit",1,3,16
"selection_fit",1,4,32
"selection_fit",1,5,25
"selection_fit",1,6,13
"selection_fit",1,7,8
"selection_fit",1,8,35
"selection_fit",1,9,23
"selection_fit",1,10,14
"selection_fit",1,11,18
"selection_fit",1,12,17
"selection_fit",1,13,1
"selection_fit",1,14,26
"selection_fit",1,15,30
"selection_fit",1,16,37
"selection_fit",1,17,6
"selection_fit",1,18,31
"selection_fit",1,19,28
"selection_fit",1,20,33
"selection_fit",1,21,11
"selection_fit",1,22,5
"selection_fit",1,23,19
"selection_fit",1,24,10
"selection_fit",1,25,15
"selection_fit",1,26,29
"selection_fit",1,27,4
"selection_fit",1,28,2
"selection_fit",1,29,3
"selection_fit",1,30,21
"selection_fit",1,31,7
"selection_fit",1,32,27
"selection_fit",1,33,34
"selection_fit",1,34,36
"selection_fit",1,35,24
"selection_fit",1,36,12
"selection_fit",1,37,20
"all_history_refit",1,1,35
"all_history_refit",1,2,11
"all_history_refit",1,3,21
"all_history_refit",1,4,16
"all_history_refit",1,5,1
"all_history_refit",1,6,58
"all_history_refit",1,7,53
"all_history_refit",1,8,18
"all_history_refit",1,9,30
"all_history_refit",1,10,34
"all_history_refit",1,11,17
"all_history_refit",1,12,32
"all_history_refit",1,13,5
"all_history_refit",1,14,24
"all_history_refit",1,15,28
"all_history_refit",1,16,39
"all_history_refit",1,17,23
"all_history_refit",1,18,55
"all_history_refit",1,19,25
"all_history_refit",1,20,27
"all_history_refit",1,21,42
"all_history_refit",1,22,14
"all_history_refit",1,23,44
"all_history_refit",1,24,49
"all_history_refit",1,25,59
"all_history_refit",1,26,37
"all_history_refit",1,27,26
"all_history_refit",1,28,20
"all_history_refit",1,29,8
"all_history_refit",1,30,41
"all_history_refit",1,31,12
"all_history_refit",1,32,6
"all_history_refit",1,33,51
"all_history_refit",1,34,29
"all_history_refit",1,35,52
"all_history_refit",1,36,46
"all_history_refit",1,37,56
"all_history_refit",1,38,57
"all_history_refit",1,39,22
"all_history_refit",1,40,4
"all_history_refit",1,41,60
"all_history_refit",1,42,50
"all_history_refit",1,43,9
"all_history_refit",1,44,19
"all_history_refit",1,45,54
"all_history_refit",1,46,47
"all_history_refit",1,47,3
"all_history_refit",1,48,36
"all_history_refit",1,49,38
"all_history_refit",1,50,48
"all_history_refit",1,51,43
"all_history_refit",1,52,15
"all_history_refit",1,53,13
"all_history_refit",1,54,10
"all_history_refit",1,55,45
"all_history_refit",1,56,2
"all_history_refit",1,57,7
"all_history_refit",1,58,31
"all_history_refit",1,59,33
"all_history_refit",1,60,61
"all_history_refit",1,61,40
