"stage","pass","position","original_episode"
"all_history_refit",1,1,9
"all_history_refit",1,2,15
"all_history_refit",1,3,17
"all_history_refit",1,4,4
"all_history_refit",1,5,11
"all_history_refit",1,6,14
"all_history_refit",1,7,8
"all_history_refit",1,8,6
"all_history_refit",1,9,5
"all_history_refit",1,10,2
"all_history_refit",1,11,7
"all_history_refit",1,12,3
"all_history_refit",1,13,12
"all_history_refit",1,14,16
"all_history_refit",1,15,13
"all_history_refit",1,16,1
"all_history_refit",1,17,10
"all_history_refit",1,18,18
