"stage","pass","position","original_episode"
"all_history_refit",1,1,13
"all_history_refit",1,2,1
"all_history_refit",1,3,18
"all_history_refit",1,4,8
"all_history_refit",1,5,14
"all_history_refit",1,6,3
"all_history_refit",1,7,6
"all_history_refit",1,8,17
"all_history_refit",1,9,11
"all_history_refit",1,10,16
"all_history_refit",1,11,2
"all_history_refit",1,12,9
"all_history_refit",1,13,10
"all_history_refit",1,14,5
"all_history_refit",1,15,4
"all_history_refit",1,16,15
"all_history_refit",1,17,12
"all_history_refit",1,18,7
