"stage","pass","position","original_episode"
"selection_fit",1,1,1
"selection_fit",1,2,2
"selection_fit",1,3,15
"selection_fit",1,4,14
"selection_fit",1,5,13
"selection_fit",1,6,17
"selection_fit",1,7,10
"selection_fit",1,8,4
"selection_fit",1,9,16
"selection_fit",1,10,12
"selection_fit",1,11,5
"selection_fit",1,12,7
"selection_fit",1,13,3
"selection_fit",1,14,11
"selection_fit",1,15,6
"selection_fit",1,16,8
"selection_fit",1,17,18
"selection_fit",1,18,9
"all_history_refit",1,1,25
"all_history_refit",1,2,24
"all_history_refit",1,3,9
"all_history_refit",1,4,36
"all_history_refit",1,5,11
"all_history_refit",1,6,31
"all_history_refit",1,7,14
"all_history_refit",1,8,20
"all_history_refit",1,9,27
"all_history_refit",1,10,17
"all_history_refit",1,11,33
"all_history_refit",1,12,30
"all_history_refit",1,13,37
"all_history_refit",1,14,19
"all_history_refit",1,15,18
"all_history_refit",1,16,22
"all_history_refit",1,17,35
"all_history_refit",1,18,42
"all_history_refit",1,19,39
"all_history_refit",1,20,13
"all_history_refit",1,21,34
"all_history_refit",1,22,4
"all_history_refit",1,23,10
"all_history_refit",1,24,5
"all_history_refit",1,25,8
"all_history_refit",1,26,41
"all_history_refit",1,27,32
"all_history_refit",1,28,1
"all_history_refit",1,29,21
"all_history_refit",1,30,28
"all_history_refit",1,31,23
"all_history_refit",1,32,40
"all_history_refit",1,33,38
"all_history_refit",1,34,3
"all_history_refit",1,35,12
"all_history_refit",1,36,16
"all_history_refit",1,37,6
"all_history_refit",1,38,7
"all_history_refit",1,39,15
"all_history_refit",1,40,29
"all_history_refit",1,41,2
"all_history_refit",1,42,26
