"stage","pass","position","original_episode"
"selection_fit",1,1,30
"selection_fit",1,2,1
"selection_fit",1,3,15
"selection_fit",1,4,35
"selection_fit",1,5,32
"selection_fit",1,6,18
"selection_fit",1,7,9
"selection_fit",1,8,3
"selection_fit",1,9,10
"selection_fit",1,10,4
"selection_fit",1,11,31
"selection_fit",1,12,37
"selection_fit",1,13,23
"selection_fit",1,14,12
"selection_fit",1,15,22
"selection_fit",1,16,20
"selection_fit",1,17,7
"selection_fit",1,18,27
"selection_fit",1,19,13
"selection_fit",1,20,36
"selection_fit",1,21,24
"selection_fit",1,22,25
"selection_fit",1,23,17
"selection_fit",1,24,5
"selection_fit",1,25,16
"selection_fit",1,26,33
"selection_fit",1,27,26
"selection_fit",1,28,6
"selection_fit",1,29,14
"selection_fit",1,30,21
"selection_fit",1,31,19
"selection_fit",1,32,2
"selection_fit",1,33,8
"selection_fit",1,34,11
"selection_fit",1,35,34
"selection_fit",1,36,28
"selection_fit",1,37,29
"all_history_refit",1,1,18
"all_history_refit",1,2,60
"all_history_refit",1,3,61
"all_history_refit",1,4,32
"all_history_refit",1,5,34
"all_history_refit",1,6,42
"all_history_refit",1,7,44
"all_history_refit",1,8,46
"all_history_refit",1,9,59
"all_history_refit",1,10,16
"all_history_refit",1,11,19
"all_history_refit",1,12,30
"all_history_refit",1,13,37
"all_history_refit",1,14,52
"all_history_refit",1,15,25
"all_history_refit",1,16,14
"all_history_refit",1,17,26
"all_history_refit",1,18,9
"all_history_refit",1,19,40
"all_history_refit",1,20,28
"all_history_refit",1,21,33
"all_history_refit",1,22,21
"all_history_refit",1,23,1
"all_history_refit",1,24,7
"all_history_refit",1,25,8
"all_history_refit",1,26,54
"all_history_refit",1,27,55
"all_history_refit",1,28,5
"all_history_refit",1,29,50
"all_history_refit",1,30,13
"all_history_refit",1,31,57
"all_history_refit",1,32,51
"all_history_refit",1,33,17
"all_history_refit",1,34,38
"all_history_refit",1,35,43
"all_history_refit",1,36,27
"all_history_refit",1,37,41
"all_history_refit",1,38,2
"all_history_refit",1,39,23
"all_history_refit",1,40,45
"all_history_refit",1,41,31
"all_history_refit",1,42,22
"all_history_refit",1,43,12
"all_history_refit",1,44,47
"all_history_refit",1,45,20
"all_history_refit",1,46,4
"all_history_refit",1,47,49
"all_history_refit",1,48,3
"all_history_refit",1,49,15
"all_history_refit",1,50,10
"all_history_refit",1,51,11
"all_history_refit",1,52,24
"all_history_refit",1,53,48
"all_history_refit",1,54,39
"all_history_refit",1,55,29
"all_history_refit",1,56,58
"all_history_refit",1,57,6
"all_history_refit",1,58,36
"all_history_refit",1,59,56
"all_history_refit",1,60,35
"all_history_refit",1,61,53
