"stage","pass","position","original_episode"
"selection_fit",1,1,18
"selection_fit",1,2,22
"selection_fit",1,3,32
"selection_fit",1,4,34
"selection_fit",1,5,37
"selection_fit",1,6,29
"selection_fit",1,7,25
"selection_fit",1,8,13
"selection_fit",1,9,12
"selection_fit",1,10,35
"selection_fit",1,11,3
"selection_fit",1,12,7
"selection_fit",1,13,1
"selection_fit",1,14,14
"selection_fit",1,15,10
"selection_fit",1,16,11
"selection_fit",1,17,24
"selection_fit",1,18,16
"selection_fit",1,19,31
"selection_fit",1,20,36
"selection_fit",1,21,15
"selection_fit",1,22,4
"selection_fit",1,23,19
"selection_fit",1,24,20
"selection_fit",1,25,30
"selection_fit",1,26,23
"selection_fit",1,27,8
"selection_fit",1,28,26
"selection_fit",1,29,9
"selection_fit",1,30,33
"selection_fit",1,31,27
"selection_fit",1,32,21
"selection_fit",1,33,5
"selection_fit",1,34,28
"selection_fit",1,35,2
"selection_fit",1,36,17
"selection_fit",1,37,6
"all_history_refit",1,1,37
"all_history_refit",1,2,24
"all_history_refit",1,3,60
"all_history_refit",1,4,29
"all_history_refit",1,5,1
"all_history_refit",1,6,28
"all_history_refit",1,7,14
"all_history_refit",1,8,43
"all_history_refit",1,9,16
"all_history_refit",1,10,53
"all_history_refit",1,11,26
"all_history_refit",1,12,44
"all_history_refit",1,13,22
"all_history_refit",1,14,12
"all_history_refit",1,15,6
"all_history_refit",1,16,3
"all_history_refit",1,17,15
"all_history_refit",1,18,55
"all_history_refit",1,19,4
"all_history_refit",1,20,42
"all_history_refit",1,21,35
"all_history_refit",1,22,23
"all_history_refit",1,23,31
"all_history_refit",1,24,34
"all_history_refit",1,25,51
"all_history_refit",1,26,61
"all_history_refit",1,27,59
"all_history_refit",1,28,13
"all_history_refit",1,29,21
"all_history_refit",1,30,52
"all_history_refit",1,31,11
"all_history_refit",1,32,45
"all_history_refit",1,33,50
"all_history_refit",1,34,40
"all_history_refit",1,35,41
"all_history_refit",1,36,33
"all_history_refit",1,37,9
"all_history_refit",1,38,36
"all_history_refit",1,39,48
"all_history_refit",1,40,2
"all_history_refit",1,41,10
"all_history_refit",1,42,46
"all_history_refit",1,43,30
"all_history_refit",1,44,54
"all_history_refit",1,45,8
"all_history_refit",1,46,27
"all_history_refit",1,47,20
"all_history_refit",1,48,49
"all_history_refit",1,49,57
"all_history_refit",1,50,56
"all_history_refit",1,51,19
"all_history_refit",1,52,38
"all_history_refit",1,53,58
"all_history_refit",1,54,47
"all_history_refit",1,55,5
"all_history_refit",1,56,18
"all_history_refit",1,57,7
"all_history_refit",1,58,25
"all_history_refit",1,59,17
"all_history_refit",1,60,39
"all_history_refit",1,61,32
