"stage","pass","position","original_episode"
"selection_fit",1,1,6
"selection_fit",1,2,33
"selection_fit",1,3,32
"selection_fit",1,4,25
"selection_fit",1,5,36
"selection_fit",1,6,34
"selection_fit",1,7,7
"selection_fit",1,8,21
"selection_fit",1,9,24
"selection_fit",1,10,10
"selection_fit",1,11,16
"selection_fit",1,12,14
"selection_fit",1,13,15
"selection_fit",1,14,26
"selection_fit",1,15,9
"selection_fit",1,16,23
"selection_fit",1,17,20
"selection_fit",1,18,11
"selection_fit",1,19,3
"selection_fit",1,20,35
"selection_fit",1,21,8
"selection_fit",1,22,19
"selection_fit",1,23,12
"selection_fit",1,24,1
"selection_fit",1,25,17
"selection_fit",1,26,13
"selection_fit",1,27,18
"selection_fit",1,28,30
"selection_fit",1,29,5
"selection_fit",1,30,37
"selection_fit",1,31,28
"selection_fit",1,32,29
"selection_fit",1,33,2
"selection_fit",1,34,4
"selection_fit",1,35,27
"selection_fit",1,36,31
"selection_fit",1,37,22
"all_history_refit",1,1,11
"all_history_refit",1,2,1
"all_history_refit",1,3,22
"all_history_refit",1,4,58
"all_history_refit",1,5,34
"all_history_refit",1,6,54
"all_history_refit",1,7,37
"all_history_refit",1,8,28
"all_history_refit",1,9,17
"all_history_refit",1,10,4
"all_history_refit",1,11,21
"all_history_refit",1,12,41
"all_history_refit",1,13,27
"all_history_refit",1,14,35
"all_history_refit",1,15,46
"all_history_refit",1,16,15
"all_history_refit",1,17,55
"all_history_refit",1,18,38
"all_history_refit",1,19,50
"all_history_refit",1,20,44
"all_history_refit",1,21,13
"all_history_refit",1,22,14
"all_history_refit",1,23,30
"all_history_refit",1,24,45
"all_history_refit",1,25,10
"all_history_refit",1,26,25
"all_history_refit",1,27,61
"all_history_refit",1,28,5
"all_history_refit",1,29,42
"all_history_refit",1,30,52
"all_history_refit",1,31,47
"all_history_refit",1,32,48
"all_history_refit",1,33,51
"all_history_refit",1,34,32
"all_history_refit",1,35,29
"all_history_refit",1,36,20
"all_history_refit",1,37,57
"all_history_refit",1,38,43
"all_history_refit",1,39,16
"all_history_refit",1,40,36
"all_history_refit",1,41,2
"all_history_refit",1,42,59
"all_history_refit",1,43,19
"all_history_refit",1,44,31
"all_history_refit",1,45,60
"all_history_refit",1,46,24
"all_history_refit",1,47,23
"all_history_refit",1,48,49
"all_history_refit",1,49,3
"all_history_refit",1,50,18
"all_history_refit",1,51,33
"all_history_refit",1,52,53
"all_history_refit",1,53,40
"all_history_refit",1,54,9
"all_history_refit",1,55,7
"all_history_refit",1,56,12
"all_history_refit",1,57,26
"all_history_refit",1,58,56
"all_history_refit",1,59,39
"all_history_refit",1,60,6
"all_history_refit",1,61,8
