"stage","pass","position","original_episode"
"selection_fit",1,1,15
"selection_fit",1,2,3
"selection_fit",1,3,1
"selection_fit",1,4,13
"selection_fit",1,5,10
"selection_fit",1,6,7
"selection_fit",1,7,2
"selection_fit",1,8,5
"selection_fit",1,9,14
"selection_fit",1,10,16
"selection_fit",1,11,12
"selection_fit",1,12,17
"selection_fit",1,13,18
"selection_fit",1,14,4
"selection_fit",1,15,11
"selection_fit",1,16,9
"selection_fit",1,17,8
"selection_fit",1,18,6
"all_history_refit",1,1,28
"all_history_refit",1,2,29
"all_history_refit",1,3,4
"all_history_refit",1,4,40
"all_history_refit",1,5,20
"all_history_refit",1,6,19
"all_history_refit",1,7,1
"all_history_refit",1,8,36
"all_history_refit",1,9,12
"all_history_refit",1,10,22
"all_history_refit",1,11,13
"all_history_refit",1,12,18
"all_history_refit",1,13,8
"all_history_refit",1,14,23
"all_history_refit",1,15,31
"all_history_refit",1,16,41
"all_history_refit",1,17,32
"all_history_refit",1,18,2
"all_history_refit",1,19,9
"all_history_refit",1,20,17
"all_history_refit",1,21,42
"all_history_refit",1,22,24
"all_history_refit",1,23,38
"all_history_refit",1,24,39
"all_history_refit",1,25,21
"all_history_refit",1,26,6
"all_history_refit",1,27,26
"all_history_refit",1,28,30
"all_history_refit",1,29,7
"all_history_refit",1,30,25
"all_history_refit",1,31,14
"all_history_refit",1,32,5
"all_history_refit",1,33,37
"all_history_refit",1,34,27
"all_history_refit",1,35,33
"all_history_refit",1,36,10
"all_history_refit",1,37,34
"all_history_refit",1,38,3
"all_history_refit",1,39,11
"all_history_refit",1,40,35
"all_history_refit",1,41,16
"all_history_refit",1,42,15
