"stage","pass","position","original_episode"
"selection_fit",1,1,30
"selection_fit",1,2,14
"selection_fit",1,3,2
"selection_fit",1,4,19
"selection_fit",1,5,9
"selection_fit",1,6,11
"selection_fit",1,7,18
"selection_fit",1,8,1
"selection_fit",1,9,21
"selection_fit",1,10,13
"selection_fit",1,11,32
"selection_fit",1,12,3
"selection_fit",1,13,37
"selection_fit",1,14,34
"selection_fit",1,15,10
"selection_fit",1,16,25
"selection_fit",1,17,20
"selection_fit",1,18,16
"selection_fit",1,19,22
"selection_fit",1,20,27
"selection_fit",1,21,31
"selection_fit",1,22,24
"selection_fit",1,23,6
"selection_fit",1,24,5
"selection_fit",1,25,12
"selection_fit",1,26,15
"selection_fit",1,27,7
"selection_fit",1,28,4
"selection_fit",1,29,8
"selection_fit",1,30,26
"selection_fit",1,31,23
"selection_fit",1,32,29
"selection_fit",1,33,36
"selection_fit",1,34,35
"selection_fit",1,35,28
"selection_fit",1,36,33
"selection_fit",1,37,17
"all_history_refit",1,1,11
"all_history_refit",1,2,32
"all_history_refit",1,3,7
"all_history_refit",1,4,18
"all_history_refit",1,5,26
"all_history_refit",1,6,3
"all_history_refit",1,7,19
"all_history_refit",1,8,20
"all_history_refit",1,9,27
"all_history_refit",1,10,10
"all_history_refit",1,11,12
"all_history_refit",1,12,38
"all_history_refit",1,13,61
"all_history_refit",1,14,59
"all_history_refit",1,15,22
"all_history_refit",1,16,57
"all_history_refit",1,17,56
"all_history_refit",1,18,16
"all_history_refit",1,19,34
"all_history_refit",1,20,51
"all_history_refit",1,21,49
"all_history_refit",1,22,54
"all_history_refit",1,23,1
"all_history_refit",1,24,39
"all_history_refit",1,25,23
"all_history_refit",1,26,40
"all_history_refit",1,27,2
"all_history_refit",1,28,52
"all_history_refit",1,29,43
"all_history_refit",1,30,31
"all_history_refit",1,31,55
"all_history_refit",1,32,29
"all_history_refit",1,33,35
"all_history_refit",1,34,33
"all_history_refit",1,35,41
"all_history_refit",1,36,8
"all_history_refit",1,37,48
"all_history_refit",1,38,13
"all_history_refit",1,39,37
"all_history_refit",1,40,47
"all_history_refit",1,41,14
"all_history_refit",1,42,17
"all_history_refit",1,43,60
"all_history_refit",1,44,6
"all_history_refit",1,45,5
"all_history_refit",1,46,58
"all_history_refit",1,47,21
"all_history_refit",1,48,30
"all_history_refit",1,49,45
"all_history_refit",1,50,46
"all_history_refit",1,51,53
"all_history_refit",1,52,9
"all_history_refit",1,53,24
"all_history_refit",1,54,4
"all_history_refit",1,55,15
"all_history_refit",1,56,28
"all_history_refit",1,57,44
"all_history_refit",1,58,50
"all_history_refit",1,59,36
"all_history_refit",1,60,25
"all_history_refit",1,61,42
