strategy_id,window_id,decision_date,holding_end_date,trading_days,is_complete_period,gross_return,net_return,wealth,drawdown,turnover,turnover_convention,transaction_cost,financing_cost,financing_year_fraction,short_notional,cash_borrow_notional,gross_exposure,net_exposure,w_SP500,w_NASDAQ,w_DOW,w_SSE50,w_DIVIDEND,w_CHINEXT,w_GOLD,experiment_id,strategy_level,seed
synthetic_pretraining_plus_historical_finetuning_ensemble,locked_oos_v1,2024-07-31,2024-08-30,22,True,0.0028994321116926347,0.0019648184043299377,100196.481840433,0.0,0.7462324016328369,target_to_target_v1,0.0007462324016328369,0.00018611379070872783,0.08333333333333333,0.07444551628349086,4.440892098500626e-16,1.148891032566982,1.0000000000000004,0.12754895608606082,0.27003375269206514,0.08149338174345241,-0.07444551628349086,0.08538478012861957,0.12118791179465407,0.38879673383863916,synthetic_pretraining_plus_historical_finetuning,ensemble,
synthetic_pretraining_plus_historical_finetuning_ensemble,locked_oos_v1,2024-08-30,2024-09-30,18,True,0.04623862317433902,0.04590118652893227,104795.61924293349,0.0,0.16191782219601547,target_to_target_v1,0.00016191782219601548,0.00016065779800659852,0.08333333333333333,0.06426311920263941,0.0,1.128526238405279,1.0,0.15084580990618898,0.2657342153335256,0.1033549842158599,-0.06426311920263941,0.09698702681011381,0.04452853805518577,0.40281254488176543,synthetic_pretraining_plus_historical_finetuning,ensemble,
synthetic_pretraining_plus_historical_finetuning_ensemble,locked_oos_v1,2024-09-30,2024-10-31,18,True,0.0028887594399999994,0.0018139155079708313,104985.70964184565,0.0,0.8772867115214468,target_to_target_v1,0.0008772867115214468,0.00019503593108882852,0.08333333333333333,0.07801437243553141,0.0,1.1560287448710627,0.9999999999999997,0.045530252318297076,0.20189924284017507,0.05591783017984451,-0.03205020607316072,-0.045964166362370704,0.45095898068643026,0.3237080664107842,synthetic_pretraining_plus_historical_finetuning,ensemble,
synthetic_pretraining_plus_historical_finetuning_ensemble,locked_oos_v1,2024-10-31,2024-11-29,20,True,0.03102361538617937,0.03009656011322237,108145.41836311077,0.0,0.7377232137003117,target_to_target_v1,0.0007377232137003117,0.00016184134977603623,0.08333333333333333,0.0647365399104145,0.0,1.129473079820829,1.0,0.1735157900090729,0.3016900864961958,0.1025739531564925,-0.0647365399104145,0.048464936164340736,0.11699521351339562,0.3214965605709169,synthetic_pretraining_plus_historical_finetuning,ensemble,
synthetic_pretraining_plus_historical_finetuning_ensemble,locked_oos_v1,2024-11-29,2024-12-31,21,True,-0.011813941038929854,-0.012358919279516933,106808.8578671115,-0.012358919279516933,0.40016599034092315,target_to_target_v1,0.00040016599034092316,0.0001514796910674448,0.08333333333333333,0.060591876426977775,2.220446049250313e-16,1.1211837528539559,1.0000000000000002,0.08104744514982606,0.22088750580857913,0.09339109639238033,-0.060591876426977775,0.030835723304854984,0.21511629930298254,0.41931380646835503,synthetic_pretraining_plus_historical_finetuning,ensemble,
synthetic_pretraining_plus_historical_finetuning_ensemble,locked_oos_v1,2024-12-31,2025-01-27,16,True,0.0271368309683937,0.02662714112842468,109652.87239930492,0.0,0.3338722502812749,target_to_target_v1,0.0003338722502812749,0.00016247480552244417,0.08333333333333333,0.06498992220897767,0.0,1.129979844417955,0.9999999999999996,0.1420627750323286,0.28225938620577967,0.13794001125331434,-0.06498992220897767,0.01627593532736808,0.08636315323944602,0.4000886611507406,synthetic_pretraining_plus_historical_finetuning,ensemble,
synthetic_pretraining_plus_historical_finetuning_ensemble,locked_oos_v1,2025-01-27,2025-02-28,17,True,0.005212220982025562,0.0048443129461648304,110184.06522865304,0.0,0.2103999478742482,target_to_target_v1,0.0002103999478742482,0.00015566740770425107,0.08333333333333333,0.06226696308170043,0.0,1.1245339261634006,0.9999999999999997,0.16794683047171138,0.2559262310021689,0.09111844495471036,-0.06226696308170043,0.07464813337262186,0.05431790080453671,0.41830942247595093,synthetic_pretraining_plus_historical_finetuning,ensemble,
synthetic_pretraining_plus_historical_finetuning_ensemble,locked_oos_v1,2025-02-28,2025-03-31,21,True,-0.009975411076574625,-0.01044616492985262,109033.0643106329,-0.01044616492985262,0.25254727937281113,target_to_target_v1,0.0002525472793728111,0.00022306293787966895,0.08333333333333333,0.08922517515186759,0.0,1.1784503503037351,1.0,0.15616394941295902,0.2670615632885269,0.11933424778814813,-0.08922517515186759,0.07006139558340822,0.14124040537114663,0.3353636137076787,synthetic_pretraining_plus_historical_finetuning,ensemble,
synthetic_pretraining_plus_historical_finetuning_ensemble,locked_oos_v1,2025-03-31,2025-04-30,20,True,0.011585777686734522,0.01107366765498874,110240.46022821385,0.0,0.4239952244662811,target_to_target_v1,0.0004239952244662811,8.237775282136022e-05,0.08333333333333333,0.03295110112854409,0.0,1.0659022022570879,0.9999999999999998,0.22319362635857282,0.31759114113769343,0.15749853120318474,-0.03295110112854409,0.009718232109610581,0.04631503827071622,0.2786345320487661,synthetic_pretraining_plus_historical_finetuning,ensemble,
synthetic_pretraining_plus_historical_finetuning_ensemble,locked_oos_v1,2025-04-30,2025-05-30,18,True,0.043234150854356335,0.042972688874586495,114977.78922699211,0.0,0.16394468519304445,target_to_target_v1,0.00016394468519304446,8.671308867633329e-05,0.08333333333333333,0.034685235470533315,0.0,1.0693704709410665,1.0,0.20642074793577198,0.30772430803626777,0.14236592501401893,-0.034685235470533315,0.028605305403470886,0.007849147729575633,0.3417198013514281,synthetic_pretraining_plus_historical_finetuning,ensemble,
