episode,step,reward,leverage_gate,gross_exposure,turnover,gate_gross_error,position_limit_violation,at_position_cap,direction_entropy,normalized_direction_entropy,effective_positions,long_hhi,short_hhi,dominant_long_asset
1,1,-0.0068328977428757645,0.21377408504486084,1.1068871021270752,1.505648215168289,5.960464477539063e-08,0.0,False,0.7331628799438477,0.6368171861918187,2.265596628189087,0.4860188961029053,0.5,7
1,2,0.034318807559156284,0.10943546891212463,1.054717779159546,0.05670762107087499,4.470348358154297e-08,0.0,False,0.7285783290863037,0.6328350959129464,2.158571481704712,0.48791733384132385,0.5000000596046448,7
1,3,0.0038705563283065406,0.07034794241189957,1.0351738929748535,0.025679429935374594,7.82310962677002e-08,0.0,False,0.7272483706474304,0.6316799086906197,2.117987632751465,0.48845821619033813,0.5,7
1,4,-0.0003725394181196169,0.10267134755849838,1.0513355731964111,0.016286391571394172,1.0058283805847168e-07,0.0,False,0.7282850742340088,0.6325803779846604,2.1514840126037598,0.4880368709564209,0.5000000596046448,7
1,5,0.010028943302051372,0.09435828775167465,1.0471792221069336,0.011947286932399721,7.82310962677002e-08,0.0,False,0.7279872894287109,0.6323217253891894,2.1428585052490234,0.4881581664085388,0.5,7
1,6,-0.00197368884180235,0.05851490795612335,1.0292575359344482,0.04309949154611462,8.195638656616211e-08,0.0,False,0.7267762422561646,0.6312698231804665,2.1054487228393555,0.4886486530303955,0.5000000596046448,2
1,7,0.03363344715307567,0.09333550184965134,1.0466676950454712,0.05292374067625931,5.587935447692871e-08,0.0,False,0.7279446721076965,0.6322847084544893,2.141784429550171,0.48817551136016846,0.5,7
1,8,0.04692077294748204,0.06779244542121887,1.0338960886001587,0.04099344324980729,1.341104507446289e-07,0.0,False,0.7273029088973999,0.6317272800126486,2.115555763244629,0.4884366989135742,0.5000000596046448,7
1,9,0.029151952014905634,0.032407138496637344,1.0162036418914795,0.03139979590611353,7.264316082000732e-08,0.0,False,0.72817063331604,0.6324809758663048,2.0814502239227295,0.48815521597862244,0.5,7
1,10,0.00601899692838581,0.05024787783622742,1.025123953819275,0.05230459459814809,1.4901161193847656e-08,0.0,False,0.736193835735321,0.6394498409420779,2.1094295978546143,0.485820472240448,0.5,7
1,11,0.034334306207498,0.04725164547562599,1.0236258506774902,0.003682232397645365,2.7939677238464355e-08,0.0,False,0.7370837926864624,0.6402228477281022,2.107194662094116,0.4856422543525696,0.5,7
1,12,-0.003233424626235869,0.03492319956421852,1.0174616575241089,0.05940231795089554,5.774199962615967e-08,0.0,False,0.7423130869865417,0.6447649550456473,2.099031686782837,0.48465538024902344,0.5,7
1,13,0.01681216723977528,0.0681605190038681,1.0340802669525146,0.07588020881415139,7.450580596923828e-09,0.0,False,0.7358697056770325,0.6391683051506105,2.127702236175537,0.48573118448257446,0.5,7
1,14,0.007939251564204525,0.045939795672893524,1.0229698419570923,0.10420033089864429,5.587935447692871e-08,0.0,False,0.7280405759811401,0.6323680095005487,2.0949456691741943,0.48817628622055054,0.5000000596046448,7
1,15,0.030984029649360853,0.04303756728768349,1.0215188264846802,0.03635586487314148,4.284083843231201e-08,0.0,False,0.728236734867096,0.6325383909440425,2.0923092365264893,0.4881136119365692,0.5,7
1,16,-0.01407003179437554,0.022901754826307297,1.0114508867263794,0.01373149538668748,9.313225746154785e-09,0.0,False,0.7281335592269897,0.6324487737217126,2.0717554092407227,0.4881775677204132,0.5,7
1,17,0.00025942122156193603,0.03695901855826378,1.018479585647583,0.03401832465269791,7.636845111846924e-08,0.0,False,0.7266321778297424,0.6311446904095991,2.0836658477783203,0.48870936036109924,0.5000000596046448,7
