"stage","pass","position","original_episode"
"selection_fit",1,1,34
"selection_fit",1,2,36
"selection_fit",1,3,27
"selection_fit",1,4,13
"selection_fit",1,5,3
"selection_fit",1,6,14
"selection_fit",1,7,11
"selection_fit",1,8,7
"selection_fit",1,9,21
"selection_fit",1,10,30
"selection_fit",1,11,10
"selection_fit",1,12,17
"selection_fit",1,13,26
"selection_fit",1,14,1
"selection_fit",1,15,28
"selection_fit",1,16,4
"selection_fit",1,17,22
"selection_fit",1,18,18
"selection_fit",1,19,35
"selection_fit",1,20,33
"selection_fit",1,21,23
"selection_fit",1,22,25
"selection_fit",1,23,15
"selection_fit",1,24,37
"selection_fit",1,25,24
"selection_fit",1,26,8
"selection_fit",1,27,19
"selection_fit",1,28,5
"selection_fit",1,29,31
"selection_fit",1,30,29
"selection_fit",1,31,12
"selection_fit",1,32,32
"selection_fit",1,33,20
"selection_fit",1,34,6
"selection_fit",1,35,16
"selection_fit",1,36,2
"selection_fit",1,37,9
"all_history_refit",1,1,18
"all_history_refit",1,2,31
"all_history_refit",1,3,39
"all_history_refit",1,4,49
"all_history_refit",1,5,46
"all_history_refit",1,6,21
"all_history_refit",1,7,57
"all_history_refit",1,8,22
"all_history_refit",1,9,42
"all_history_refit",1,10,24
"all_history_refit",1,11,3
"all_history_refit",1,12,58
"all_history_refit",1,13,43
"all_history_refit",1,14,9
"all_history_refit",1,15,2
"all_history_refit",1,16,8
"all_history_refit",1,17,44
"all_history_refit",1,18,54
"all_history_refit",1,19,16
"all_history_refit",1,20,20
"all_history_refit",1,21,55
"all_history_refit",1,22,28
"all_history_refit",1,23,35
"all_history_refit",1,24,27
"all_history_refit",1,25,33
"all_history_refit",1,26,17
"all_history_refit",1,27,7
"all_history_refit",1,28,13
"all_history_refit",1,29,53
"all_history_refit",1,30,36
"all_history_refit",1,31,48
"all_history_refit",1,32,47
"all_history_refit",1,33,14
"all_history_refit",1,34,11
"all_history_refit",1,35,40
"all_history_refit",1,36,41
"all_history_refit",1,37,52
"all_history_refit",1,38,51
"all_history_refit",1,39,56
"all_history_refit",1,40,10
"all_history_refit",1,41,23
"all_history_refit",1,42,50
"all_history_refit",1,43,45
"all_history_refit",1,44,1
"all_history_refit",1,45,15
"all_history_refit",1,46,37
"all_history_refit",1,47,30
"all_history_refit",1,48,59
"all_history_refit",1,49,26
"all_history_refit",1,50,34
"all_history_refit",1,51,60
"all_history_refit",1,52,29
"all_history_refit",1,53,12
"all_history_refit",1,54,4
"all_history_refit",1,55,19
"all_history_refit",1,56,6
"all_history_refit",1,57,61
"all_history_refit",1,58,5
"all_history_refit",1,59,25
"all_history_refit",1,60,32
"all_history_refit",1,61,38
