"stage","pass","position","original_episode"
"selection_fit",1,1,36
"selection_fit",1,2,1
"selection_fit",1,3,30
"selection_fit",1,4,24
"selection_fit",1,5,11
"selection_fit",1,6,20
"selection_fit",1,7,26
"selection_fit",1,8,35
"selection_fit",1,9,16
"selection_fit",1,10,8
"selection_fit",1,11,18
"selection_fit",1,12,5
"selection_fit",1,13,22
"selection_fit",1,14,4
"selection_fit",1,15,34
"selection_fit",1,16,28
"selection_fit",1,17,19
"selection_fit",1,18,9
"selection_fit",1,19,32
"selection_fit",1,20,14
"selection_fit",1,21,33
"selection_fit",1,22,13
"selection_fit",1,23,17
"selection_fit",1,24,23
"selection_fit",1,25,12
"selection_fit",1,26,25
"selection_fit",1,27,15
"selection_fit",1,28,27
"selection_fit",1,29,10
"selection_fit",1,30,29
"selection_fit",1,31,37
"selection_fit",1,32,6
"selection_fit",1,33,7
"selection_fit",1,34,3
"selection_fit",1,35,21
"selection_fit",1,36,31
"selection_fit",1,37,2
"all_history_refit",1,1,3
"all_history_refit",1,2,18
"all_history_refit",1,3,32
"all_history_refit",1,4,61
"all_history_refit",1,5,7
"all_history_refit",1,6,28
"all_history_refit",1,7,14
"all_history_refit",1,8,31
"all_history_refit",1,9,49
"all_history_refit",1,10,52
"all_history_refit",1,11,9
"all_history_refit",1,12,56
"all_history_refit",1,13,53
"all_history_refit",1,14,5
"all_history_refit",1,15,46
"all_history_refit",1,16,33
"all_history_refit",1,17,34
"all_history_refit",1,18,36
"all_history_refit",1,19,37
"all_history_refit",1,20,8
"all_history_refit",1,21,29
"all_history_refit",1,22,43
"all_history_refit",1,23,40
"all_history_refit",1,24,60
"all_history_refit",1,25,4
"all_history_refit",1,26,51
"all_history_refit",1,27,13
"all_history_refit",1,28,22
"all_history_refit",1,29,50
"all_history_refit",1,30,10
"all_history_refit",1,31,1
"all_history_refit",1,32,2
"all_history_refit",1,33,15
"all_history_refit",1,34,35
"all_history_refit",1,35,11
"all_history_refit",1,36,48
"all_history_refit",1,37,58
"all_history_refit",1,38,54
"all_history_refit",1,39,17
"all_history_refit",1,40,57
"all_history_refit",1,41,25
"all_history_refit",1,42,27
"all_history_refit",1,43,21
"all_history_refit",1,44,39
"all_history_refit",1,45,24
"all_history_refit",1,46,20
"all_history_refit",1,47,26
"all_history_refit",1,48,55
"all_history_refit",1,49,19
"all_history_refit",1,50,41
"all_history_refit",1,51,59
"all_history_refit",1,52,44
"all_history_refit",1,53,16
"all_history_refit",1,54,42
"all_history_refit",1,55,23
"all_history_refit",1,56,47
"all_history_refit",1,57,45
"all_history_refit",1,58,38
"all_history_refit",1,59,12
"all_history_refit",1,60,6
"all_history_refit",1,61,30
