"stage","pass","position","original_episode"
"selection_fit",1,1,13
"selection_fit",1,2,31
"selection_fit",1,3,17
"selection_fit",1,4,19
"selection_fit",1,5,29
"selection_fit",1,6,8
"selection_fit",1,7,18
"selection_fit",1,8,23
"selection_fit",1,9,6
"selection_fit",1,10,21
"selection_fit",1,11,24
"selection_fit",1,12,22
"selection_fit",1,13,2
"selection_fit",1,14,33
"selection_fit",1,15,4
"selection_fit",1,16,36
"selection_fit",1,17,25
"selection_fit",1,18,7
"selection_fit",1,19,37
"selection_fit",1,20,35
"selection_fit",1,21,14
"selection_fit",1,22,27
"selection_fit",1,23,20
"selection_fit",1,24,3
"selection_fit",1,25,5
"selection_fit",1,26,30
"selection_fit",1,27,9
"selection_fit",1,28,10
"selection_fit",1,29,12
"selection_fit",1,30,26
"selection_fit",1,31,28
"selection_fit",1,32,32
"selection_fit",1,33,15
"selection_fit",1,34,11
"selection_fit",1,35,16
"selection_fit",1,36,1
"selection_fit",1,37,34
"all_history_refit",1,1,2
"all_history_refit",1,2,9
"all_history_refit",1,3,47
"all_history_refit",1,4,42
"all_history_refit",1,5,18
"all_history_refit",1,6,13
"all_history_refit",1,7,25
"all_history_refit",1,8,60
"all_history_refit",1,9,49
"all_history_refit",1,10,37
"all_history_refit",1,11,12
"all_history_refit",1,12,44
"all_history_refit",1,13,17
"all_history_refit",1,14,39
"all_history_refit",1,15,53
"all_history_refit",1,16,43
"all_history_refit",1,17,40
"all_history_refit",1,18,61
"all_history_refit",1,19,46
"all_history_refit",1,20,59
"all_history_refit",1,21,45
"all_history_refit",1,22,33
"all_history_refit",1,23,5
"all_history_refit",1,24,35
"all_history_refit",1,25,27
"all_history_refit",1,26,52
"all_history_refit",1,27,19
"all_history_refit",1,28,34
"all_history_refit",1,29,16
"all_history_refit",1,30,57
"all_history_refit",1,31,21
"all_history_refit",1,32,6
"all_history_refit",1,33,48
"all_history_refit",1,34,29
"all_history_refit",1,35,41
"all_history_refit",1,36,36
"all_history_refit",1,37,15
"all_history_refit",1,38,3
"all_history_refit",1,39,50
"all_history_refit",1,40,24
"all_history_refit",1,41,4
"all_history_refit",1,42,38
"all_history_refit",1,43,22
"all_history_refit",1,44,10
"all_history_refit",1,45,8
"all_history_refit",1,46,31
"all_history_refit",1,47,7
"all_history_refit",1,48,1
"all_history_refit",1,49,14
"all_history_refit",1,50,51
"all_history_refit",1,51,20
"all_history_refit",1,52,28
"all_history_refit",1,53,26
"all_history_refit",1,54,30
"all_history_refit",1,55,32
"all_history_refit",1,56,58
"all_history_refit",1,57,23
"all_history_refit",1,58,55
"all_history_refit",1,59,11
"all_history_refit",1,60,54
"all_history_refit",1,61,56
