"stage","pass","position","original_episode"
"selection_fit",1,1,3
"selection_fit",1,2,1
"selection_fit",1,3,33
"selection_fit",1,4,27
"selection_fit",1,5,2
"selection_fit",1,6,13
"selection_fit",1,7,24
"selection_fit",1,8,9
"selection_fit",1,9,4
"selection_fit",1,10,14
"selection_fit",1,11,25
"selection_fit",1,12,34
"selection_fit",1,13,28
"selection_fit",1,14,26
"selection_fit",1,15,35
"selection_fit",1,16,23
"selection_fit",1,17,5
"selection_fit",1,18,15
"selection_fit",1,19,36
"selection_fit",1,20,31
"selection_fit",1,21,19
"selection_fit",1,22,37
"selection_fit",1,23,17
"selection_fit",1,24,11
"selection_fit",1,25,22
"selection_fit",1,26,29
"selection_fit",1,27,16
"selection_fit",1,28,20
"selection_fit",1,29,32
"selection_fit",1,30,7
"selection_fit",1,31,10
"selection_fit",1,32,18
"selection_fit",1,33,12
"selection_fit",1,34,8
"selection_fit",1,35,21
"selection_fit",1,36,6
"selection_fit",1,37,30
"all_history_refit",1,1,50
"all_history_refit",1,2,39
"all_history_refit",1,3,19
"all_history_refit",1,4,25
"all_history_refit",1,5,61
"all_history_refit",1,6,46
"all_history_refit",1,7,40
"all_history_refit",1,8,54
"all_history_refit",1,9,16
"all_history_refit",1,10,41
"all_history_refit",1,11,14
"all_history_refit",1,12,2
"all_history_refit",1,13,8
"all_history_refit",1,14,7
"all_history_refit",1,15,5
"all_history_refit",1,16,22
"all_history_refit",1,17,32
"all_history_refit",1,18,42
"all_history_refit",1,19,18
"all_history_refit",1,20,37
"all_history_refit",1,21,57
"all_history_refit",1,22,6
"all_history_refit",1,23,15
"all_history_refit",1,24,47
"all_history_refit",1,25,24
"all_history_refit",1,26,53
"all_history_refit",1,27,56
"all_history_refit",1,28,23
"all_history_refit",1,29,36
"all_history_refit",1,30,48
"all_history_refit",1,31,10
"all_history_refit",1,32,55
"all_history_refit",1,33,9
"all_history_refit",1,34,34
"all_history_refit",1,35,45
"all_history_refit",1,36,59
"all_history_refit",1,37,30
"all_history_refit",1,38,29
"all_history_refit",1,39,31
"all_history_refit",1,40,52
"all_history_refit",1,41,60
"all_history_refit",1,42,17
"all_history_refit",1,43,35
"all_history_refit",1,44,4
"all_history_refit",1,45,26
"all_history_refit",1,46,51
"all_history_refit",1,47,13
"all_history_refit",1,48,20
"all_history_refit",1,49,43
"all_history_refit",1,50,3
"all_history_refit",1,51,12
"all_history_refit",1,52,11
"all_history_refit",1,53,49
"all_history_refit",1,54,21
"all_history_refit",1,55,44
"all_history_refit",1,56,38
"all_history_refit",1,57,33
"all_history_refit",1,58,58
"all_history_refit",1,59,27
"all_history_refit",1,60,28
"all_history_refit",1,61,1
