"stage","pass","position","original_episode"
"selection_fit",1,1,33
"selection_fit",1,2,17
"selection_fit",1,3,11
"selection_fit",1,4,3
"selection_fit",1,5,26
"selection_fit",1,6,15
"selection_fit",1,7,34
"selection_fit",1,8,29
"selection_fit",1,9,16
"selection_fit",1,10,24
"selection_fit",1,11,14
"selection_fit",1,12,1
"selection_fit",1,13,7
"selection_fit",1,14,32
"selection_fit",1,15,12
"selection_fit",1,16,37
"selection_fit",1,17,30
"selection_fit",1,18,31
"selection_fit",1,19,18
"selection_fit",1,20,4
"selection_fit",1,21,5
"selection_fit",1,22,9
"selection_fit",1,23,20
"selection_fit",1,24,21
"selection_fit",1,25,13
"selection_fit",1,26,27
"selection_fit",1,27,19
"selection_fit",1,28,23
"selection_fit",1,29,2
"selection_fit",1,30,36
"selection_fit",1,31,10
"selection_fit",1,32,22
"selection_fit",1,33,6
"selection_fit",1,34,25
"selection_fit",1,35,8
"selection_fit",1,36,28
"selection_fit",1,37,35
"all_history_refit",1,1,44
"all_history_refit",1,2,20
"all_history_refit",1,3,35
"all_history_refit",1,4,52
"all_history_refit",1,5,4
"all_history_refit",1,6,3
"all_history_refit",1,7,27
"all_history_refit",1,8,23
"all_history_refit",1,9,14
"all_history_refit",1,10,15
"all_history_refit",1,11,45
"all_history_refit",1,12,8
"all_history_refit",1,13,51
"all_history_refit",1,14,38
"all_history_refit",1,15,55
"all_history_refit",1,16,28
"all_history_refit",1,17,34
"all_history_refit",1,18,48
"all_history_refit",1,19,24
"all_history_refit",1,20,5
"all_history_refit",1,21,36
"all_history_refit",1,22,7
"all_history_refit",1,23,47
"all_history_refit",1,24,33
"all_history_refit",1,25,43
"all_history_refit",1,26,6
"all_history_refit",1,27,57
"all_history_refit",1,28,42
"all_history_refit",1,29,31
"all_history_refit",1,30,13
"all_history_refit",1,31,61
"all_history_refit",1,32,10
"all_history_refit",1,33,11
"all_history_refit",1,34,1
"all_history_refit",1,35,41
"all_history_refit",1,36,18
"all_history_refit",1,37,19
"all_history_refit",1,38,58
"all_history_refit",1,39,12
"all_history_refit",1,40,22
"all_history_refit",1,41,53
"all_history_refit",1,42,56
"all_history_refit",1,43,2
"all_history_refit",1,44,16
"all_history_refit",1,45,37
"all_history_refit",1,46,46
"all_history_refit",1,47,25
"all_history_refit",1,48,54
"all_history_refit",1,49,39
"all_history_refit",1,50,32
"all_history_refit",1,51,60
"all_history_refit",1,52,26
"all_history_refit",1,53,30
"all_history_refit",1,54,59
"all_history_refit",1,55,50
"all_history_refit",1,56,17
"all_history_refit",1,57,21
"all_history_refit",1,58,29
"all_history_refit",1,59,9
"all_history_refit",1,60,49
"all_history_refit",1,61,40
