episode,step,reward,leverage_gate,gross_exposure,turnover,gate_gross_error,position_limit_violation,at_position_cap,direction_entropy,normalized_direction_entropy,effective_positions,long_hhi,short_hhi,dominant_long_asset
1,1,-0.014331481981934978,0.7614123225212097,1.3807061910629272,1.2669561462742942,2.9802322387695312e-08,0.0,False,1.0289047956466675,0.8936953503062813,4.450801849365234,0.28949612379074097,0.5000021457672119,3
1,2,0.02970222311644649,0.8035273551940918,1.401763677597046,0.4995901503001188,0.0,0.0,False,0.9860894083976746,0.8565063774607045,4.184534549713135,0.3116219639778137,0.5000016093254089,7
1,3,0.004660678364576331,0.8127585649490356,1.406379222869873,0.40230160738504367,5.960464477539063e-08,0.0,False,0.874374508857727,0.7594720486275538,3.343690872192383,0.39434918761253357,0.5001007914543152,7
1,4,0.008839867377907437,0.8228740692138672,1.4114371538162231,0.07101853536974756,1.1920928955078125e-07,0.0,False,0.8714084029197693,0.7568957217443627,3.2771596908569336,0.4035921096801758,0.5001343488693237,7
1,5,0.0024077027283987413,0.8040648698806763,1.4020323753356934,0.3858068665399973,5.960464477539063e-08,0.0,False,0.8791400194168091,0.7636113185060758,3.2372071743011475,0.4069600999355316,0.5000044703483582,7
1,6,-0.004863469975897587,0.8027037978172302,1.401352047920227,0.11415982185224358,1.4901161193847656e-07,0.0,False,0.8265078663825989,0.7178956112391858,3.010430097579956,0.438515305519104,0.5004675388336182,2
1,7,0.04096848648624057,0.8259048461914062,1.4129524230957031,0.7552287744322455,0.0,0.0,False,0.9637017250061035,0.8370606827415916,3.8759937286376953,0.3392113447189331,0.5002267360687256,7
1,8,0.04323954604067921,0.8128889203071594,1.4064445495605469,0.45756167615792676,8.940696716308594e-08,0.0,False,0.9784000515937805,0.8498274870020717,3.848432779312134,0.34077030420303345,0.5000032186508179,7
1,9,0.0371719876144038,0.766569972038269,1.3832850456237793,0.5482955375335776,5.960464477539063e-08,0.0,False,0.9728040099143982,0.8449668269583589,3.8810791969299316,0.33423563838005066,0.5012307167053223,7
1,10,0.036624765692281895,0.7757923007011414,1.387896180152893,1.2957667379913047,2.9802322387695312e-08,0.0,False,0.9031009674072266,0.7844235334928941,3.438339948654175,0.379782497882843,0.5009586811065674,7
