"window_id","decision_date","holding_end_date","w_SP500","w_NASDAQ","w_DOW","w_SSE50","w_DIVIDEND","w_CHINEXT","w_GOLD"
"locked_oos_v1",2024-07-31,2024-08-30,-0.110908511493887,-0.0786210553986686,0.226899337555681,0.194325354482446,0.16148087063006,0.147637885596071,0.459186118628298
"locked_oos_v1",2024-08-30,2024-09-30,-0.105266450771264,-0.0816633020128523,0.225378767720291,0.197584734431335,0.16600753473384,0.137232960334846,0.460725755563804
"locked_oos_v1",2024-09-30,2024-10-31,-0.107409610279969,0.20415113227708,0.191820242575237,0.173390456608364,0.154529952577182,-0.0748646844710623,0.458382510713169
"locked_oos_v1",2024-10-31,2024-11-29,-0.103551222809723,0.143811040690967,0.216416844299861,0.194220193794795,0.170457192829677,-0.083175211080483,0.461821162274906
"locked_oos_v1",2024-11-29,2024-12-31,-0.11186900309154,0.188782390739237,0.171988200928484,0.184945118214403,0.168513563062463,-0.0780858578426497,0.475725587989603
"locked_oos_v1",2024-12-31,2025-01-27,-0.117492355406284,0.168201580643654,0.212373316287994,0.183235928416252,-0.0810554102063179,0.163150370121002,0.4715865701437
"locked_oos_v1",2025-01-27,2025-02-28,-0.108116764043059,0.14393233188561,0.207993586148534,0.193155650581632,0.176933486546789,-0.0833586635334151,0.469460372413908
"locked_oos_v1",2025-02-28,2025-03-31,-0.111412056854793,0.145102417894772,0.222368544765881,0.186413979956082,0.171858048864773,-0.0831468339477267,0.468815899321011
"locked_oos_v1",2025-03-31,2025-04-30,-0.105253785848618,-0.0846071541309357,0.26649235188961,0.187340617179871,0.161088958382607,0.123467370867729,0.451471641659737
"locked_oos_v1",2025-04-30,2025-05-30,-0.0982096035565649,0.115354173949787,0.250663765839168,0.194651895335742,0.173516043594905,-0.0859120477523123,0.449935772589275
"locked_oos_v1",2025-05-30,2025-06-30,-0.105594776570797,0.160741530358791,0.197674326598644,0.188841916620731,0.172655440866947,-0.083505779504776,0.469187341630459
"locked_oos_v1",2025-06-30,2025-07-31,-0.113081089087895,0.195255258253642,0.17808937387807,0.177230843475887,0.169035458139011,-0.0799146805490766,0.473384835890361
"locked_oos_v1",2025-07-31,2025-08-29,-0.11859528613942,0.207605981401035,0.177182042172977,0.163365104368755,-0.0807737101401602,0.180175938776561,0.471039929560253
"locked_oos_v1",2025-08-29,2025-09-30,-0.112410265420164,0.232159529413496,0.153802369322096,-0.0819468828184264,0.154873509492193,0.19723687001637,0.456284869994436
"locked_oos_v1",2025-09-30,2025-10-31,-0.10790577424424,0.215239339641162,-0.0803357203091894,0.158747905067035,0.172919535211154,0.179261871746608,0.46207284288747
"locked_oos_v1",2025-10-31,2025-11-28,-0.113179644303662,0.216552527887481,-0.0833124720624515,0.154155226690429,0.160350414259093,0.196773024541991,0.46866092298712
"locked_oos_v1",2025-11-28,2025-12-31,-0.118260931755815,0.190772044871535,0.172607842300619,-0.0827728850500924,0.166448998664107,0.193589735244002,0.477615195725645
"locked_oos_v1",2025-12-31,2026-01-30,-0.118352949619293,0.190122291445732,0.175948143005371,-0.0831251889467239,0.167068585753441,0.193343177437782,0.474995940923691
"locked_oos_v1",2026-01-30,2026-02-27,-0.112849112067904,0.176204633499895,0.188267451311861,0.170922425176416,0.183841255094324,-0.0800735088331359,0.473686855818544
"locked_oos_v1",2026-02-27,2026-03-31,-0.117754227348736,0.177705378404685,0.196167604199478,-0.0826614935483251,0.166261986962387,0.186714337340423,0.473566413990089
"locked_oos_v1",2026-03-31,2026-04-30,-0.121134879333632,0.165447367089135,0.224442047732217,-0.0821316412517003,0.154616204755647,0.190898654716355,0.467862246291978
"locked_oos_v1",2026-04-30,2026-05-29,-0.114552574498313,0.221548480646951,0.148967770593507,-0.0833189657756261,0.160229695694787,0.202311439173562,0.464814154165132
"locked_oos_v1",2026-05-29,2026-06-30,-0.11218556442431,0.231568712208952,0.136271405432905,-0.0857003671782357,0.155461791370596,0.217489454363074,0.457094568227019
"locked_oos_v1",2026-06-30,2026-07-06,-0.112925436879907,0.220779243324484,0.14610936066934,-0.0897647930043084,0.146376046751227,0.241189676736082,0.448235902403082
