"stage","pass","position","original_episode"
"selection_fit",1,1,37
"selection_fit",1,2,24
"selection_fit",1,3,35
"selection_fit",1,4,16
"selection_fit",1,5,29
"selection_fit",1,6,11
"selection_fit",1,7,30
"selection_fit",1,8,31
"selection_fit",1,9,22
"selection_fit",1,10,3
"selection_fit",1,11,28
"selection_fit",1,12,4
"selection_fit",1,13,36
"selection_fit",1,14,10
"selection_fit",1,15,17
"selection_fit",1,16,6
"selection_fit",1,17,8
"selection_fit",1,18,5
"selection_fit",1,19,33
"selection_fit",1,20,13
"selection_fit",1,21,19
"selection_fit",1,22,26
"selection_fit",1,23,9
"selection_fit",1,24,14
"selection_fit",1,25,32
"selection_fit",1,26,20
"selection_fit",1,27,27
"selection_fit",1,28,2
"selection_fit",1,29,12
"selection_fit",1,30,1
"selection_fit",1,31,34
"selection_fit",1,32,15
"selection_fit",1,33,18
"selection_fit",1,34,21
"selection_fit",1,35,23
"selection_fit",1,36,25
"selection_fit",1,37,7
"all_history_refit",1,1,49
"all_history_refit",1,2,15
"all_history_refit",1,3,17
"all_history_refit",1,4,16
"all_history_refit",1,5,29
"all_history_refit",1,6,45
"all_history_refit",1,7,1
"all_history_refit",1,8,20
"all_history_refit",1,9,42
"all_history_refit",1,10,22
"all_history_refit",1,11,3
"all_history_refit",1,12,35
"all_history_refit",1,13,33
"all_history_refit",1,14,32
"all_history_refit",1,15,58
"all_history_refit",1,16,43
"all_history_refit",1,17,13
"all_history_refit",1,18,2
"all_history_refit",1,19,28
"all_history_refit",1,20,14
"all_history_refit",1,21,26
"all_history_refit",1,22,55
"all_history_refit",1,23,25
"all_history_refit",1,24,5
"all_history_refit",1,25,24
"all_history_refit",1,26,34
"all_history_refit",1,27,50
"all_history_refit",1,28,27
"all_history_refit",1,29,7
"all_history_refit",1,30,21
"all_history_refit",1,31,41
"all_history_refit",1,32,23
"all_history_refit",1,33,53
"all_history_refit",1,34,61
"all_history_refit",1,35,39
"all_history_refit",1,36,47
"all_history_refit",1,37,6
"all_history_refit",1,38,11
"all_history_refit",1,39,38
"all_history_refit",1,40,46
"all_history_refit",1,41,10
"all_history_refit",1,42,37
"all_history_refit",1,43,30
"all_history_refit",1,44,19
"all_history_refit",1,45,40
"all_history_refit",1,46,48
"all_history_refit",1,47,18
"all_history_refit",1,48,9
"all_history_refit",1,49,36
"all_history_refit",1,50,44
"all_history_refit",1,51,12
"all_history_refit",1,52,59
"all_history_refit",1,53,4
"all_history_refit",1,54,31
"all_history_refit",1,55,60
"all_history_refit",1,56,56
"all_history_refit",1,57,54
"all_history_refit",1,58,51
"all_history_refit",1,59,8
"all_history_refit",1,60,57
"all_history_refit",1,61,52
